file,raw_response,question,option_A,option_B,option_C,option_D,option_E,correct_answer,rationale
1051_Harry_Potter_and_the_goblet_of_fire/segment_0111.mp4,"Question:
After swimming underwater towards several suspended, floating people, what does the boy wearing glasses do?

A. He swims away alone after being frightened by an underwater creature.
B. He pulls a red-haired boy with him and casts a spell with his wand before the clip cuts to a clock.
C. He unties all four of the floating people and helps them swim to the surface.
D. He uses a key to unlock the chains holding a blonde girl.
E. He hides behind a large underwater pillar to escape other swimmers.

Correct Answer: B

Rationale:
At the beginning of the clip, the boy with glasses swims toward the suspended people floating underwater. He eventually grabs a red-haired boy by the shoulder, pulls him along, points his wand to cast a spell with red sparks, and the clip concludes with a shot of a clock.","After swimming underwater towards several suspended, floating people, what does the boy wearing glasses do?",He swims away alone after being frightened by an underwater creature.,He pulls a red-haired boy with him and casts a spell with his wand before the clip cuts to a clock.,He unties all four of the floating people and helps them swim to the surface.,He uses a key to unlock the chains holding a blonde girl.,He hides behind a large underwater pillar to escape other swimmers.,B,"At the beginning of the clip, the boy with glasses swims toward the suspended people floating underwater. He eventually grabs a red-haired boy by the shoulder, pulls him along, points his wand to cast a spell with red sparks, and the clip concludes with a shot of a clock."
1051_Harry_Potter_and_the_goblet_of_fire/segment_0035.mp4,"Question:
After staring down at the young man with glasses, what action does the older man with the mechanical eye take?

A. He points a wooden wand at the young man's face.
B. He reaches into his coat and retrieves a metallic flask.
C. He pulls out a feather quill and begins writing on a scroll.
D. He reaches into his pocket and pulls out a gold pocket watch.
E. He takes off his strap-on mechanical eye to clean it.

Correct Answer: B

Rationale:
At around the 0:11 mark, the older man reaches inside his heavy coat, pulls out a metallic flask, and begins to open it while the young man watches.","After staring down at the young man with glasses, what action does the older man with the mechanical eye take?",He points a wooden wand at the young man's face.,He reaches into his coat and retrieves a metallic flask.,He pulls out a feather quill and begins writing on a scroll.,He reaches into his pocket and pulls out a gold pocket watch.,He takes off his strap-on mechanical eye to clean it.,B,"At around the 0:11 mark, the older man reaches inside his heavy coat, pulls out a metallic flask, and begins to open it while the young man watches."
1051_Harry_Potter_and_the_goblet_of_fire/segment_0162.mp4,"Question:
Which of the following sequences of events occurs in the clip?

A. A boy with red hair watches a student in a blue hat pass by, followed by a boy in glasses observing a crowd of students from a stone corridor, and ending with a ship on a body of water next to a castle.
B. A boy with glasses talks to a girl in a blue hat, followed by a boy with red hair running through a stone corridor, and ending with a carriage flying over a castle.
C. A boy with red hair waves at a crowd, followed by a boy with glasses walking onto a ship, and ending with a view of a castle during a sunset.
D. A boy with glasses watches a student in a blue hat, followed by a boy with red hair hugging other students, and ending with a ship sailing away from a castle.
E. A boy with red hair sits in a classroom, followed by a boy with glasses looking out a window at a flying carriage, and ending with a close-up of a castle tower.

Correct Answer: A

Rationale:
At the start of the clip, a red-haired boy is shown watching a girl in a blue hat walk past. The scene then transitions to a boy wearing glasses looking out from behind stone pillars at a crowd of students, and ends with a wide shot of a large ship on the water next to a castle.",Which of the following sequences of events occurs in the clip?,"A boy with red hair watches a student in a blue hat pass by, followed by a boy in glasses observing a crowd of students from a stone corridor, and ending with a ship on a body of water next to a castle.","A boy with glasses talks to a girl in a blue hat, followed by a boy with red hair running through a stone corridor, and ending with a carriage flying over a castle.","A boy with red hair waves at a crowd, followed by a boy with glasses walking onto a ship, and ending with a view of a castle during a sunset.","A boy with glasses watches a student in a blue hat, followed by a boy with red hair hugging other students, and ending with a ship sailing away from a castle.","A boy with red hair sits in a classroom, followed by a boy with glasses looking out a window at a flying carriage, and ending with a close-up of a castle tower.",A,"At the start of the clip, a red-haired boy is shown watching a girl in a blue hat walk past. The scene then transitions to a boy wearing glasses looking out from behind stone pillars at a crowd of students, and ends with a wide shot of a large ship on the water next to a castle."
1051_Harry_Potter_and_the_goblet_of_fire/segment_0151.mp4,"Question:
After breaking the glowing connection between the two wands, what does the young man with glasses do to escape the graveyard?

A. He summons a broomstick with his wand and flies away over the tombstones.
B. He runs away, uses his wand to summon a glowing cup, and is teleported away when he grabs it.
C. He creates a dark swirling portal on the ground and jumps into it.
D. He casts a spell that creates a wall of fire to block his pursuers before running into the woods.
E. He vanishes into thin air immediately after breaking the wand connection.

Correct Answer: B

Rationale:
After breaking the connection between the wands, the young man runs away from his opponent. He then points his wand at a glowing cup on the ground, summons it to his hand, and is instantly transported away in a swirl of blue light upon grabbing it.","After breaking the glowing connection between the two wands, what does the young man with glasses do to escape the graveyard?",He summons a broomstick with his wand and flies away over the tombstones.,"He runs away, uses his wand to summon a glowing cup, and is teleported away when he grabs it.",He creates a dark swirling portal on the ground and jumps into it.,He casts a spell that creates a wall of fire to block his pursuers before running into the woods.,He vanishes into thin air immediately after breaking the wand connection.,B,"After breaking the connection between the wands, the young man runs away from his opponent. He then points his wand at a glowing cup on the ground, summons it to his hand, and is instantly transported away in a swirl of blue light upon grabbing it."
1051_Harry_Potter_and_the_goblet_of_fire/segment_0040.mp4,"Question:
In the large hall filled with students, what action does the elderly man in blue robes take after walking to the front of the room?

A. He uses a wand to light several candles floating in the air.
B. He gestures for the students to stand up and begin clapping.
C. He waves his hand to extinguish the flames in the hanging cauldrons.
D. He pours a liquid into a large goblet sitting on a table.
E. He opens a large book on a podium and begins to read aloud.

Correct Answer: C

Rationale:
At the end of the clip, the elderly man wearing blue robes walks to the front of the hall, raises his arm, and sweeps his hand across the air, causing the flames in the suspended cauldrons to extinguish one by one.","In the large hall filled with students, what action does the elderly man in blue robes take after walking to the front of the room?",He uses a wand to light several candles floating in the air.,He gestures for the students to stand up and begin clapping.,He waves his hand to extinguish the flames in the hanging cauldrons.,He pours a liquid into a large goblet sitting on a table.,He opens a large book on a podium and begins to read aloud.,C,"At the end of the clip, the elderly man wearing blue robes walks to the front of the hall, raises his arm, and sweeps his hand across the air, causing the flames in the suspended cauldrons to extinguish one by one."
1051_Harry_Potter_and_the_goblet_of_fire/segment_0055.mp4,"Question:
After walking through the forest with two companions, what does the girl in the dark green coat do when she approaches the boy who was sitting by the tree?

A. She hands him a book and asks him to read a passage aloud.
B. She points toward the lake and warns him about a creature in the water.
C. She delivers a verbal message to him on behalf of the boy standing behind her.
D. She argues with him about his safety and tries to pull him away from the shore.
E. She gives him a physical note that she was holding in her pocket.

Correct Answer: C

Rationale:
In the video, after whispering with the boy behind her, the girl in the dark green coat steps forward to address the boy by the tree, starting her sentence with ""Ronald would like me to tell you..."" and relaying a message to him.","After walking through the forest with two companions, what does the girl in the dark green coat do when she approaches the boy who was sitting by the tree?",She hands him a book and asks him to read a passage aloud.,She points toward the lake and warns him about a creature in the water.,She delivers a verbal message to him on behalf of the boy standing behind her.,She argues with him about his safety and tries to pull him away from the shore.,She gives him a physical note that she was holding in her pocket.,C,"In the video, after whispering with the boy behind her, the girl in the dark green coat steps forward to address the boy by the tree, starting her sentence with ""Ronald would like me to tell you..."" and relaying a message to him."
1051_Harry_Potter_and_the_goblet_of_fire/segment_0007.mp4,"Question:
Which of the following best describes the progression of the group's journey shown in the clip?

A. They walk through a dark, foggy forest where they are joined by a young man who jumps down from above, and then they are shown walking up a grassy hill against a sunset sky.
B. They run through a brightly lit forest to escape an enemy, and then they are shown resting on a sandy beach.
C. They walk along a narrow dirt road next to a river, and then they climb a rocky cliffside during a rainstorm.
D. They search through a dense jungle for a hidden path, and then they enter a dark cave.
E. They wander through a snowy pine forest, and then they gather around a campfire in a grassy field.

Correct Answer: A

Rationale:
At the start of the clip, the group is shown walking through a dark, foggy forest when a young man jumps down from a tree branch to meet them. The scene then transitions to show the group walking up a grassy hill, silhouetted against a cloudy sunset sky.",Which of the following best describes the progression of the group's journey shown in the clip?,"They walk through a dark, foggy forest where they are joined by a young man who jumps down from above, and then they are shown walking up a grassy hill against a sunset sky.","They run through a brightly lit forest to escape an enemy, and then they are shown resting on a sandy beach.","They walk along a narrow dirt road next to a river, and then they climb a rocky cliffside during a rainstorm.","They search through a dense jungle for a hidden path, and then they enter a dark cave.","They wander through a snowy pine forest, and then they gather around a campfire in a grassy field.",A,"At the start of the clip, the group is shown walking through a dark, foggy forest when a young man jumps down from a tree branch to meet them. The scene then transitions to show the group walking up a grassy hill, silhouetted against a cloudy sunset sky."
1051_Harry_Potter_and_the_goblet_of_fire/segment_0158.mp4,"Question:
What happens to the man with the mechanical eye after he begins groaning and convulsing?

A. He vanishes into thin air, leaving only his mechanical eye on the floor.
B. He pulls off his mechanical eye, and his face and hair morph until he turns into a completely different man.
C. He drinks a potion from a flask and instantly heals his scars and eye.
D. He collapses to the floor unconscious while the onlookers try to help him.
E. He attacks the onlookers with a hidden knife before running out of the room.

Correct Answer: B

Rationale:
In the clip, the man with the mechanical eye groans in pain and physically pulls the mechanical eye off his face, letting it fall to the floor. His facial features and hair then distort and change, transforming him into a completely different, younger man.",What happens to the man with the mechanical eye after he begins groaning and convulsing?,"He vanishes into thin air, leaving only his mechanical eye on the floor.","He pulls off his mechanical eye, and his face and hair morph until he turns into a completely different man.",He drinks a potion from a flask and instantly heals his scars and eye.,He collapses to the floor unconscious while the onlookers try to help him.,He attacks the onlookers with a hidden knife before running out of the room.,B,"In the clip, the man with the mechanical eye groans in pain and physically pulls the mechanical eye off his face, letting it fall to the floor. His facial features and hair then distort and change, transforming him into a completely different, younger man."
1051_Harry_Potter_and_the_goblet_of_fire/segment_0141.mp4,"Question:
Which of the following describes the sequence of ritualistic actions performed by the older man in the clip?

A. He levitates a bone from a tombstone into a cauldron, cuts his own hand over the cauldron, and then uses a knife to cut the arm of a boy pinned to a statue.
B. He throws a stone into a cauldron, pours a liquid from a flask, and then uses a wand to free a boy pinned to a statue.
C. He drops a wand into a cauldron, cuts his own hair into the liquid, and then uses a knife to carve a symbol into a tombstone.
D. He retrieves a skull from a grave, drinks from the cauldron, and then uses a knife to threaten a boy pinned to a statue.
E. He stirs the cauldron with a bone, wraps his hand in a cloth, and then uses a wand to attack a boy pinned to a statue.

Correct Answer: A

Rationale:
In the clip, the older man first uses his wand to levitate a bone from a grave and drop it into the cauldron. Next, he holds a knife over the cauldron, cuts his own hand, and drops it in. Finally, he approaches the boy trapped by the statue and cuts the boy's arm with the knife.",Which of the following describes the sequence of ritualistic actions performed by the older man in the clip?,"He levitates a bone from a tombstone into a cauldron, cuts his own hand over the cauldron, and then uses a knife to cut the arm of a boy pinned to a statue.","He throws a stone into a cauldron, pours a liquid from a flask, and then uses a wand to free a boy pinned to a statue.","He drops a wand into a cauldron, cuts his own hair into the liquid, and then uses a knife to carve a symbol into a tombstone.","He retrieves a skull from a grave, drinks from the cauldron, and then uses a knife to threaten a boy pinned to a statue.","He stirs the cauldron with a bone, wraps his hand in a cloth, and then uses a wand to attack a boy pinned to a statue.",A,"In the clip, the older man first uses his wand to levitate a bone from a grave and drop it into the cauldron. Next, he holds a knife over the cauldron, cuts his own hand, and drops it in. Finally, he approaches the boy trapped by the statue and cuts the boy's arm with the knife."
1051_Harry_Potter_and_the_goblet_of_fire/segment_0064.mp4,"Question:
What action do the characters take turns performing throughout the video?

A. They pull colored cards from a deck to determine their teams.
B. They reach into a small bag held by a man and draw out miniature dragons.
C. They pick small magical keys from a wooden box.
D. They draw colored stones from a velvet pouch.
E. They pull different wands from a leather case.

Correct Answer: B

Rationale:
Throughout the clip, Fleur Delacour, Viktor Krum, and Cedric Diggory each take turns reaching into a dark fabric pouch held by a man in a suit to draw out a unique miniature dragon figurine, with Harry Potter starting his turn at the very end of the video.",What action do the characters take turns performing throughout the video?,They pull colored cards from a deck to determine their teams.,They reach into a small bag held by a man and draw out miniature dragons.,They pick small magical keys from a wooden box.,They draw colored stones from a velvet pouch.,They pull different wands from a leather case.,B,"Throughout the clip, Fleur Delacour, Viktor Krum, and Cedric Diggory each take turns reaching into a dark fabric pouch held by a man in a suit to draw out a unique miniature dragon figurine, with Harry Potter starting his turn at the very end of the video."
1051_Harry_Potter_and_the_goblet_of_fire/segment_0117.mp4,"Question:
After a man wearing a black bowler hat walks away and the scene transitions to a foggy forest, what object does a boy with glasses discover lying on the ground?

A. A leather flask
B. A wooden staff
C. A black bowler hat
D. A gold pocket watch
E. A torn cloak

Correct Answer: C

Rationale:
At the beginning of the clip, a man with a mustache is shown wearing a black bowler hat. Later, after a transition to a foggy forest, a boy wearing glasses finds a black bowler hat lying on the forest floor and looks at it before touching his forehead.","After a man wearing a black bowler hat walks away and the scene transitions to a foggy forest, what object does a boy with glasses discover lying on the ground?",A leather flask,A wooden staff,A black bowler hat,A gold pocket watch,A torn cloak,C,"At the beginning of the clip, a man with a mustache is shown wearing a black bowler hat. Later, after a transition to a foggy forest, a boy wearing glasses finds a black bowler hat lying on the forest floor and looks at it before touching his forehead."
1051_Harry_Potter_and_the_goblet_of_fire/segment_0067.mp4,"Question:
In the rocky arena, how does the dragon attack the boy after he runs and hides inside a narrow crevice?

A. It whips its tail against the rocks to cause a landslide.
B. It breathes a large blast of fire directly into the crevice.
C. It reaches its claws deep into the opening to grab him.
D. It flies high into the air and drops a large boulder on top of him.
E. It bites the stone walls to widen the gap.

Correct Answer: B

Rationale:
At around 0:18 in the clip, after the boy runs and takes cover inside a narrow crevice between the rocks, the dragon lands and breathes a powerful stream of fire directly into the opening.","In the rocky arena, how does the dragon attack the boy after he runs and hides inside a narrow crevice?",It whips its tail against the rocks to cause a landslide.,It breathes a large blast of fire directly into the crevice.,It reaches its claws deep into the opening to grab him.,It flies high into the air and drops a large boulder on top of him.,It bites the stone walls to widen the gap.,B,"At around 0:18 in the clip, after the boy runs and takes cover inside a narrow crevice between the rocks, the dragon lands and breathes a powerful stream of fire directly into the opening."
1051_Harry_Potter_and_the_goblet_of_fire/segment_0165.mp4,"Question:
What does the carriage pulled by winged horses do as it flies over the lake?

A. It circles the large ship, lands on its deck, and comes to a complete stop.
B. It flies over the lake, skims the water's surface, and then continues flying into the distance.
C. It flies high above the clouds and disappears into the sky.
D. It dives completely underwater next to the ship and does not resurface.
E. It crashes directly into the side of the mountain and explodes.

Correct Answer: B

Rationale:
At the start of the clip, a carriage pulled by winged horses is shown flying over a lake with a large ship in the center. The carriage descends to briefly skim the water's surface, creating splashes, before rising back up and flying away into the distance between the mountains.",What does the carriage pulled by winged horses do as it flies over the lake?,"It circles the large ship, lands on its deck, and comes to a complete stop.","It flies over the lake, skims the water's surface, and then continues flying into the distance.",It flies high above the clouds and disappears into the sky.,It dives completely underwater next to the ship and does not resurface.,It crashes directly into the side of the mountain and explodes.,B,"At the start of the clip, a carriage pulled by winged horses is shown flying over a lake with a large ship in the center. The carriage descends to briefly skim the water's surface, creating splashes, before rising back up and flying away into the distance between the mountains."
1051_Harry_Potter_and_the_goblet_of_fire/segment_0079.mp4,"Question:
After a woman in green pulls a red-haired boy up to dance and music begins playing, what is the reaction of the sitting students when she commands them to stand up?

A. All of the boys stand up immediately while the girls remain seated.
B. All of the girls stand up in unison while the boys remain seated except for one boy who slowly begins to rise.
C. Both the boys and the girls immediately stand up together and form pairs.
D. All of the students refuse to stand and remain seated, laughing at the dancing pair.
E. Only the boys stand up to find partners while the girls remain seated.

Correct Answer: B

Rationale:
When the woman in green commands the students to get on their feet, all the girls on one side of the room stand up together in unison, while the boys on the other side remain seated, with only one dark-haired boy slowly beginning to stand up at the very end of the clip.","After a woman in green pulls a red-haired boy up to dance and music begins playing, what is the reaction of the sitting students when she commands them to stand up?",All of the boys stand up immediately while the girls remain seated.,All of the girls stand up in unison while the boys remain seated except for one boy who slowly begins to rise.,Both the boys and the girls immediately stand up together and form pairs.,"All of the students refuse to stand and remain seated, laughing at the dancing pair.",Only the boys stand up to find partners while the girls remain seated.,B,"When the woman in green commands the students to get on their feet, all the girls on one side of the room stand up together in unison, while the boys on the other side remain seated, with only one dark-haired boy slowly beginning to stand up at the very end of the clip."
1051_Harry_Potter_and_the_goblet_of_fire/segment_0072.mp4,"Question:
What happens immediately after the boy retrieves his broomstick while clinging to the building?

A. He flies away on it to escape the dragon.
B. He loses his grip and slides down the steep tiled roof.
C. He climbs inside the window frame and closes it.
D. The dragon grabs the broomstick and destroys it.
E. He falls straight down into the misty abyss below.

Correct Answer: B

Rationale:
As soon as the boy pulls the broomstick free from the ledge, the dragon lunges toward him, causing him to lose his hold on the window and slide down the steep, tiled roof of the castle.",What happens immediately after the boy retrieves his broomstick while clinging to the building?,He flies away on it to escape the dragon.,He loses his grip and slides down the steep tiled roof.,He climbs inside the window frame and closes it.,The dragon grabs the broomstick and destroys it.,He falls straight down into the misty abyss below.,B,"As soon as the boy pulls the broomstick free from the ledge, the dragon lunges toward him, causing him to lose his hold on the window and slide down the steep, tiled roof of the castle."
3015_CHARLIE_ST_CLOUD/segment_0069.mp4,"Question:
After looking down at a circular opening in the floor of the partially flooded room, what action does the man take?

A. He seals the opening with a metal cover to stop the rising water.
B. He climbs up a ladder to escape through the ceiling.
C. He dives through the opening and swims underwater with a flashlight.
D. He uses a manual pump to drain the water from the room.
E. He pulls another person up through the hatch.

Correct Answer: C

Rationale:
After looking at the circular opening, the man dives directly through it into the deep, dark water. The rest of the clip shows him navigating and swimming underwater while holding a flashlight.","After looking down at a circular opening in the floor of the partially flooded room, what action does the man take?",He seals the opening with a metal cover to stop the rising water.,He climbs up a ladder to escape through the ceiling.,He dives through the opening and swims underwater with a flashlight.,He uses a manual pump to drain the water from the room.,He pulls another person up through the hatch.,C,"After looking at the circular opening, the man dives directly through it into the deep, dark water. The rest of the clip shows him navigating and swimming underwater while holding a flashlight."
3015_CHARLIE_ST_CLOUD/segment_0047.mp4,"Question:
After removing and reading the note pinned to the door, what does the man do and what does he discover?

A. He enters a wooden cabin to retrieve a set of keys and unlocks a boat.
B. He searches the forest surrounding the cabin and finds a campsite near the water.
C. He runs toward a wooden shed near the water and spots a woman on a red and white sailboat.
D. He walks to a nearby dock and boards a motorboat to search the open lake.
E. He calls out for help and is answered by a woman waving from a distant island.

Correct Answer: C

Rationale:
After picking up the note that says ""Come Find Me"" with a drawing of a sailboat, the man runs toward a wooden shed by the water. He looks around and spots a woman smiling at him from a red and white sailboat on the water.","After removing and reading the note pinned to the door, what does the man do and what does he discover?",He enters a wooden cabin to retrieve a set of keys and unlocks a boat.,He searches the forest surrounding the cabin and finds a campsite near the water.,He runs toward a wooden shed near the water and spots a woman on a red and white sailboat.,He walks to a nearby dock and boards a motorboat to search the open lake.,He calls out for help and is answered by a woman waving from a distant island.,C,"After picking up the note that says ""Come Find Me"" with a drawing of a sailboat, the man runs toward a wooden shed by the water. He looks around and spots a woman smiling at him from a red and white sailboat on the water."
3015_CHARLIE_ST_CLOUD/segment_0006.mp4,"Question:
Following the scene showing the car accident, what is the sequence of events involving the two injured boys?

A. They escape into the woods and successfully evade the emergency responders.
B. They are shown sitting together in the dark, after which the older boy is depicted lying unresponsive while receiving emergency medical treatment.
C. They are rescued from the overturned car and immediately reunited with their parents.
D. They argue about the crash before the younger boy is taken away by a paramedic and the older boy is arrested.
E. They remain trapped inside one of the flipped vehicles until a rescue team arrives.

Correct Answer: B

Rationale:
After the car crash is shown, the video cuts to the two injured boys sitting together in a dark, wooded area. The clip then transitions to a scene where the older boy is lying unresponsive on a medical table with electrodes on his chest, receiving emergency medical treatment.","Following the scene showing the car accident, what is the sequence of events involving the two injured boys?",They escape into the woods and successfully evade the emergency responders.,"They are shown sitting together in the dark, after which the older boy is depicted lying unresponsive while receiving emergency medical treatment.",They are rescued from the overturned car and immediately reunited with their parents.,They argue about the crash before the younger boy is taken away by a paramedic and the older boy is arrested.,They remain trapped inside one of the flipped vehicles until a rescue team arrives.,B,"After the car crash is shown, the video cuts to the two injured boys sitting together in a dark, wooded area. The clip then transitions to a scene where the older boy is lying unresponsive on a medical table with electrodes on his chest, receiving emergency medical treatment."
3015_CHARLIE_ST_CLOUD/segment_0024.mp4,"Question:
Which of the following best describes the progression of events in the clip?

A. A man prepares a sailboat for departure at a dock, meets a friend, and they head into a busy restaurant.
B. A man sketches a boat at a harbor at night, is startled by a friend, and is then shown talking to people inside a crowded bar.
C. A man takes photographs of boats at night, meets a friend on the pier, and they walk into a quiet pub.
D. A man writes in a notebook by the water, gets interrupted by a security guard, and is later seen leaving a nightclub.
E. A man paints a picture on a dock, is joined by a woman, and they both enter a dark lounge.

Correct Answer: B

Rationale:
At the beginning of the clip, a young man is shown using a pencil to sketch a sailboat docked at a harbor at night. Another man approaches from behind and startles him, and the clip then cuts to the first man socializing with two women inside a crowded bar.",Which of the following best describes the progression of events in the clip?,"A man prepares a sailboat for departure at a dock, meets a friend, and they head into a busy restaurant.","A man sketches a boat at a harbor at night, is startled by a friend, and is then shown talking to people inside a crowded bar.","A man takes photographs of boats at night, meets a friend on the pier, and they walk into a quiet pub.","A man writes in a notebook by the water, gets interrupted by a security guard, and is later seen leaving a nightclub.","A man paints a picture on a dock, is joined by a woman, and they both enter a dark lounge.",B,"At the beginning of the clip, a young man is shown using a pencil to sketch a sailboat docked at a harbor at night. Another man approaches from behind and startles him, and the clip then cuts to the first man socializing with two women inside a crowded bar."
3015_CHARLIE_ST_CLOUD/segment_0052.mp4,"Question:
After retrieving a blue ice pack from the refrigerator, what does the man do with it?

A. He rubs it on his face and forehead.
B. He places it against the back of his neck.
C. He puts it inside a cabinet next to the window.
D. He places it on the kitchen counter next to the sink.
E. He throws it into a trash can.

Correct Answer: B

Rationale:
At the end of the clip, the man retrieves a blue ice pack from the refrigerator, shakes/squeezes it, and then places it directly onto the back of his neck.","After retrieving a blue ice pack from the refrigerator, what does the man do with it?",He rubs it on his face and forehead.,He places it against the back of his neck.,He puts it inside a cabinet next to the window.,He places it on the kitchen counter next to the sink.,He throws it into a trash can.,B,"At the end of the clip, the man retrieves a blue ice pack from the refrigerator, shakes/squeezes it, and then places it directly onto the back of his neck."
3015_CHARLIE_ST_CLOUD/segment_0025.mp4,"Question:
What happens inside the bar after the young man in the blue jacket is confronted by another man?

A. He punches the man in the patterned shirt and is immediately arrested.
B. He shoves a man in a black suit onto the bar counter and then walks out of the establishment.
C. He runs away from the confrontation and hides in the back of the bar.
D. He buys a drink for the man confronting him to resolve the tension peacefully.
E. He starts a large bar brawl involving multiple people in the crowd.

Correct Answer: B

Rationale:
At 00:22, the young man in the blue jacket forcefully shoves the man in the black suit, causing him to fall backward onto the bar counter. Following this, the young man is shown walking out of the building into the parking lot at the end of the clip.",What happens inside the bar after the young man in the blue jacket is confronted by another man?,He punches the man in the patterned shirt and is immediately arrested.,He shoves a man in a black suit onto the bar counter and then walks out of the establishment.,He runs away from the confrontation and hides in the back of the bar.,He buys a drink for the man confronting him to resolve the tension peacefully.,He starts a large bar brawl involving multiple people in the crowd.,B,"At 00:22, the young man in the blue jacket forcefully shoves the man in the black suit, causing him to fall backward onto the bar counter. Following this, the young man is shown walking out of the building into the parking lot at the end of the clip."
3015_CHARLIE_ST_CLOUD/segment_0027.mp4,"Question:
Which of the following describes the sequence of events that occurs after the man walks along the dock holding the sailboat's railing?

A. He unties the boat's mooring lines, steps aboard, and begins to sail away into the dark harbor.
B. He climbs up the sailboat's mast to adjust a light, then slips and falls back down onto the dock.
C. He boards the boat, pulls on a rope, looks upward, and experiences a brief daytime vision of himself smiling on a boat.
D. He meets a woman waiting for him on the boat, and they sit down together near the cabin.
E. He inspects the side of the boat, jumps into the water to clean the hull, and climbs back up.

Correct Answer: C

Rationale:
At the beginning of the clip, the man walks along the dock next to the sailboat while holding its railing. He then steps onto the sailboat, grabs a rope, looks up toward the mast, and a sudden, brief daytime flashback of him smiling on a boat is shown.",Which of the following describes the sequence of events that occurs after the man walks along the dock holding the sailboat's railing?,"He unties the boat's mooring lines, steps aboard, and begins to sail away into the dark harbor.","He climbs up the sailboat's mast to adjust a light, then slips and falls back down onto the dock.","He boards the boat, pulls on a rope, looks upward, and experiences a brief daytime vision of himself smiling on a boat.","He meets a woman waiting for him on the boat, and they sit down together near the cabin.","He inspects the side of the boat, jumps into the water to clean the hull, and climbs back up.",C,"At the beginning of the clip, the man walks along the dock next to the sailboat while holding its railing. He then steps onto the sailboat, grabs a rope, looks up toward the mast, and a sudden, brief daytime flashback of him smiling on a boat is shown."
3015_CHARLIE_ST_CLOUD/segment_0011.mp4,"Question:
During the encounter in the forest between the young man in a suit and the young boy, what objects are shown lying on the ground next to them as the camera pulls away at the end of the clip?

A. A book and a pair of glasses
B. A flashlight and a map
C. A baseball and a red glove
D. A bicycle and a helmet
E. A camera and a tripod

Correct Answer: C

Rationale:
At the end of the clip (0:24), the camera zooms out to a high-angle shot, revealing a white baseball and a red baseball glove lying on the ground between the kneeling young man and the standing boy.","During the encounter in the forest between the young man in a suit and the young boy, what objects are shown lying on the ground next to them as the camera pulls away at the end of the clip?",A book and a pair of glasses,A flashlight and a map,A baseball and a red glove,A bicycle and a helmet,A camera and a tripod,C,"At the end of the clip (0:24), the camera zooms out to a high-angle shot, revealing a white baseball and a red baseball glove lying on the ground between the kneeling young man and the standing boy."
3015_CHARLIE_ST_CLOUD/segment_0049.mp4,"Question:
After turning around to talk to the woman, what does the man in the blue shirt discover when he looks back at the forest path?

A. The woman has run down the path.
B. The boy in the red jacket has disappeared.
C. A wild animal is blocking the path.
D. The boy in the red jacket is hiding behind a tree.
E. The path is covered in thick fog.

Correct Answer: B

Rationale:
At the start of the clip, a boy in a red jacket is standing on the forest path. After the man in the blue shirt turns to face the woman who approached him, he looks back at the path at 0:15 to find that the boy is no longer there.","After turning around to talk to the woman, what does the man in the blue shirt discover when he looks back at the forest path?",The woman has run down the path.,The boy in the red jacket has disappeared.,A wild animal is blocking the path.,The boy in the red jacket is hiding behind a tree.,The path is covered in thick fog.,B,"At the start of the clip, a boy in a red jacket is standing on the forest path. After the man in the blue shirt turns to face the woman who approached him, he looks back at the path at 0:15 to find that the boy is no longer there."
3015_CHARLIE_ST_CLOUD/segment_0005.mp4,"Question:
As the two boys are driving together in a car at night, what major event occurs at the end of the clip?

A. They pull over to the side of the road to switch drivers.
B. Another car's headlights shine directly into their windshield, followed by a cut to black and the sound of a collision.
C. The car breaks down, prompting both boys to get out and inspect the engine.
D. They safely arrive at their destination and park in a driveway.
E. The younger boy falls asleep, and the driver turns off the headlights.

Correct Answer: B

Rationale:
At the end of the clip, a vehicle's headlights shine directly into the windshield of the boys' car, which is immediately followed by a sudden cut to a black screen accompanied by the loud sound of a car crash.","As the two boys are driving together in a car at night, what major event occurs at the end of the clip?",They pull over to the side of the road to switch drivers.,"Another car's headlights shine directly into their windshield, followed by a cut to black and the sound of a collision.","The car breaks down, prompting both boys to get out and inspect the engine.",They safely arrive at their destination and park in a driveway.,"The younger boy falls asleep, and the driver turns off the headlights.",B,"At the end of the clip, a vehicle's headlights shine directly into the windshield of the boys' car, which is immediately followed by a sudden cut to a black screen accompanied by the loud sound of a car crash."
