file,raw_response,question,option_A,option_B,option_C,option_D,option_E
1051_Harry_Potter_and_the_goblet_of_fire/segment_0008.mp4,"Question:
What is revealed inside the tiered gold tower-like structure after its top casing retracts downwards?

A. A glowing sword
B. A large cup (goblet)
C. A golden dragon statue
D. A glass crystal ball
E. A large book

Correct Answer: B

Rationale:
In the target scene, the grey-bearded man waves his wand over the tiered gold tower-like structure, causing its outer golden panels to fold and slide downwards. This action reveals a large weathered stone/metal cup (goblet) resting on top.",What is revealed inside the tiered gold tower-like structure after its top casing retracts downwards?,A glowing sword,A large cup (goblet),A golden dragon statue,A glass crystal ball,A large book
1051_Harry_Potter_and_the_goblet_of_fire/segment_0040.mp4,"Question:
When the boy with glasses shines his lit wand at the other boy in the dark corridor, what physical feature of that boy's eyes is revealed?

A. They are completely black
B. They are glazed and milky white
C. They are glowing yellow
D. They are shut tight
E. They are normal and blue

Correct Answer: B

Rationale:
In the target scene at 01:18 and 01:21, when the boy with glasses illuminates his wand, the boy in the high-collared shirt turns around to face him, clearly showing his glazed, milky-white eyes.","When the boy with glasses shines his lit wand at the other boy in the dark corridor, what physical feature of that boy's eyes is revealed?",They are completely black,They are glazed and milky white,They are glowing yellow,They are shut tight,They are normal and blue
1051_Harry_Potter_and_the_goblet_of_fire/segment_0016.mp4,"Question:
What is the red-haired boy, who was previously seen walking down the stone stairs in pajamas, doing when he appears in the woods?

A. Sitting by himself under a tree
B. Standing in the shallow water of the lake
C. Walking along a path with two girls
D. Reading a newspaper near the water
E. Throwing wood into a campfire

Correct Answer: C

Rationale:
In the target scene, the red-haired boy (initially seen descending the stairs in pajamas during the context) is shown walking along a path in the woods alongside two girls.","What is the red-haired boy, who was previously seen walking down the stone stairs in pajamas, doing when he appears in the woods?",Sitting by himself under a tree,Standing in the shallow water of the lake,Walking along a path with two girls,Reading a newspaper near the water,Throwing wood into a campfire
1051_Harry_Potter_and_the_goblet_of_fire/segment_0007.mp4,"Question:
After the group of women in blue hats and capes finishes their entrance, a second group of students enters. What do the members of this second group repeatedly strike against the floor to create sparks?

A. Metal swords
B. Wooden staffs
C. Iron chains
D. Glowing wands
E. Heavy shields

Correct Answer: B

Rationale:
In the target scene, the newly arrived group of students marches into the hall holding long wooden staffs, which they slam against the stone floor to create bright sparks during their performance.","After the group of women in blue hats and capes finishes their entrance, a second group of students enters. What do the members of this second group repeatedly strike against the floor to create sparks?",Metal swords,Wooden staffs,Iron chains,Glowing wands,Heavy shields
1051_Harry_Potter_and_the_goblet_of_fire/segment_0049.mp4,"Question:
In the target scene, what comforting action does the elderly man with the long white beard (who entered the room in the context) perform toward the boy with glasses?

A. He wraps both arms around the boy in a tight hug.
B. He taps the boy's forehead with his magic wand.
C. He places his hand on the boy's shoulder and gently touches his head.
D. He hands the boy a small note or piece of paper.
E. He pats the boy's cheek several times.

Correct Answer: C

Rationale:
In the target scene, the elderly man with the long white beard is seen comforting the boy with glasses by placing his left hand on the boy's shoulder and then gently using his right hand to stroke the side of the boy's head.","In the target scene, what comforting action does the elderly man with the long white beard (who entered the room in the context) perform toward the boy with glasses?",He wraps both arms around the boy in a tight hug.,He taps the boy's forehead with his magic wand.,He places his hand on the boy's shoulder and gently touches his head.,He hands the boy a small note or piece of paper.,He pats the boy's cheek several times.
1051_Harry_Potter_and_the_goblet_of_fire/segment_0017.mp4,"Question:
When the boy with glasses is in the forest with the large, bearded man, what is unusual about his appearance?

A. He is floating several feet above the ground.
B. Only his head is visible while his body is completely unseen.
C. His eyes are glowing with a bright green light.
D. He is wearing a large fur collar similar to the woman's.
E. His reflection is visible in a large mirror.

Correct Answer: B

Rationale:
After the 1-minute mark, the boy's head is shown floating in the forest with no body visible beneath it. This is because he put on the invisibility cloak shown in the earlier context scene.","When the boy with glasses is in the forest with the large, bearded man, what is unusual about his appearance?",He is floating several feet above the ground.,Only his head is visible while his body is completely unseen.,His eyes are glowing with a bright green light.,He is wearing a large fur collar similar to the woman's.,His reflection is visible in a large mirror.
3015_CHARLIE_ST_CLOUD/segment_0006.mp4,"Question:
The man watches a docked sailboat at the harbor. Which number is displayed in a blue square on the side of this sailboat's hull, differing from the boat shown in the boathouse earlier?

A. 5
B. 9
C. 11
D. 39
E. 44

Correct Answer: C

Rationale:
At 01:26, the docked sailboat shown at the harbor clearly displays the number ""11"" inside a blue square on its red hull. This differs from the number ""39"" on the boat seen inside the boathouse during the context at 00:15.","The man watches a docked sailboat at the harbor. Which number is displayed in a blue square on the side of this sailboat's hull, differing from the boat shown in the boathouse earlier?",5,9,11,39,44
3015_CHARLIE_ST_CLOUD/segment_0020.mp4,"Question:
After the scene transitions back to the boy in the red jacket in the forest, what object does he put on his hand at the very end of the scene?

A. A black leather glove
B. A red baseball glove
C. A white bandage
D. A watch
E. A blue wristband

Correct Answer: B

Rationale:
In the final seconds of the video, the boy in the forest is shown putting on and raising a red baseball glove on his left hand.","After the scene transitions back to the boy in the red jacket in the forest, what object does he put on his hand at the very end of the scene?",A black leather glove,A red baseball glove,A white bandage,A watch,A blue wristband
3015_CHARLIE_ST_CLOUD/segment_0019.mp4,"Question:
Where is the silver chain necklace that was given to the man earlier in the video located while he is sitting on the boat?

A. Hanging from the boat's dashboard
B. Worn around his neck
C. Kept in his shirt pocket
D. Wrapped around his wrist next to his watch
E. Lying on the seat beside him

Correct Answer: B

Rationale:
At around 01:17, a silver chain necklace is clearly visible worn around the man's neck as he sits in the boat cabin.",Where is the silver chain necklace that was given to the man earlier in the video located while he is sitting on the boat?,Hanging from the boat's dashboard,Worn around his neck,Kept in his shirt pocket,Wrapped around his wrist next to his watch,Lying on the seat beside him
3015_CHARLIE_ST_CLOUD/segment_0007.mp4,"Question:
What is inside the red basket on the table in front of the woman who was featured in the sailboat magazine?

A. Tortilla chips
B. French fries
C. Onion rings
D. Popcorn
E. Chicken wings

Correct Answer: B

Rationale:
In the target scene at 01:28, the woman from the magazine is sitting at a diner table, and a red basket filled with french fries is placed directly in front of her.",What is inside the red basket on the table in front of the woman who was featured in the sailboat magazine?,Tortilla chips,French fries,Onion rings,Popcorn,Chicken wings
3015_CHARLIE_ST_CLOUD/segment_0011.mp4,"Question:
What color is the top worn by the woman from the cabin when she is shown sitting indoors later in the video?

A. Black
B. Red
C. White
D. Blue
E. Green

Correct Answer: C

Rationale:
In the target scene at 01:26, the woman who was initially seen in the cabin is shown sitting indoors, wearing a white sleeveless top.",What color is the top worn by the woman from the cabin when she is shown sitting indoors later in the video?,Black,Red,White,Blue,Green
3015_CHARLIE_ST_CLOUD/segment_0005.mp4,"Question:
What happens to the model airplane that was brought in a box during the first part of the video?

A. It crashes into a tree in the forest.
B. It lands on the gravel beach.
C. It lands in the water, and the man swims out to retrieve it.
D. It is successfully caught by the young boy.
E. It flies out of range and is lost.

Correct Answer: C

Rationale:
In the target scene, the assembled model airplane is shown flying over the lake before landing on the water's surface, after which the man is seen swimming in the lake to retrieve it.",What happens to the model airplane that was brought in a box during the first part of the video?,It crashes into a tree in the forest.,It lands on the gravel beach.,"It lands in the water, and the man swims out to retrieve it.",It is successfully caught by the young boy.,It flies out of range and is lost.
3034_IDES_OF_MARCH/segment_0000.mp4,"Question:
Based on the newspaper article photos identifying the political candidates, which candidate is standing on the right side of the stage and waving to the crowd at the end of the debate?

A. Senator Ted Pullman
B. Governor Mike Morris
C. The debate moderator
D. The university president
E. The campaign manager

Correct Answer: B

Rationale:
In the target scene (from 1:28 onwards), the dark-haired candidate is standing on the right side of the stage waving to the crowd. According to the newspaper photos shown earlier in the context, this man is identified as Governor Mike Morris.","Based on the newspaper article photos identifying the political candidates, which candidate is standing on the right side of the stage and waving to the crowd at the end of the debate?",Senator Ted Pullman,Governor Mike Morris,The debate moderator,The university president,The campaign manager
3034_IDES_OF_MARCH/segment_0015.mp4,"Question:
The man who was seen waiting in a car outside the women's clinic enters a campaign office. What does he take off and toss onto the desk while talking to another man?

A. His wristwatch
B. A pair of black gloves
C. His glasses
D. A woolen scarf
E. His overcoat

Correct Answer: B

Rationale:
In the target scene, the man is shown taking off his black leather gloves and tossing them onto the desk in front of him during his conversation with the campaign worker.",The man who was seen waiting in a car outside the women's clinic enters a campaign office. What does he take off and toss onto the desk while talking to another man?,His wristwatch,A pair of black gloves,His glasses,A woolen scarf,His overcoat
3034_IDES_OF_MARCH/segment_0020.mp4,"Question:
Which person from the beginning of the video is revealed to be sitting inside the black SUV when the window rolls down?

A. The barber who was trimming the man's hair
B. The younger man with blue eyes who was listening
C. The older man with graying hair who was speaking
D. The man who was getting his hair trimmed
E. A woman who was walking down the street

Correct Answer: C

Rationale:
At the beginning of the video, an older man with graying hair is shown speaking. In the target scene, when the window of the black SUV rolls down, this same man is shown sitting in the back seat.",Which person from the beginning of the video is revealed to be sitting inside the black SUV when the window rolls down?,The barber who was trimming the man's hair,The younger man with blue eyes who was listening,The older man with graying hair who was speaking,The man who was getting his hair trimmed,A woman who was walking down the street
3034_IDES_OF_MARCH/segment_0002.mp4,"Question:
The blonde woman in the black shirt, who is first shown talking to the man in the white shirt, is seen doing what when the meeting disperses?

A. Erasing the campaign whiteboard
B. Walking across the room while holding a blue folder and papers
C. Answering a ringing telephone on the wall
D. Shutting down a laptop on the table
E. Shaking hands with the man in the blue shirt

Correct Answer: B

Rationale:
When the meeting breaks up, the blonde woman wearing the black shirt is clearly visible walking across the background of the campaign office from right to left while carrying a blue folder and papers.","The blonde woman in the black shirt, who is first shown talking to the man in the white shirt, is seen doing what when the meeting disperses?",Erasing the campaign whiteboard,Walking across the room while holding a blue folder and papers,Answering a ringing telephone on the wall,Shutting down a laptop on the table,Shaking hands with the man in the blue shirt
3034_IDES_OF_MARCH/segment_0013.mp4,"Question:
After closing his laptop, where does the man who was previously sitting on the sofa next to the older man go to sit?

A. On the edge of the bed in the adjacent room
B. On an armchair visible in the background through the doorway
C. On the floor near the entrance
D. On a chair next to the kitchen counter
E. On the sofa opposite the older man

Correct Answer: B

Rationale:
In the target scene, after closing his laptop and walking away, the young man can be seen in the background sitting on an armchair through the doorway behind the man in the dark suit.","After closing his laptop, where does the man who was previously sitting on the sofa next to the older man go to sit?",On the edge of the bed in the adjacent room,On an armchair visible in the background through the doorway,On the floor near the entrance,On a chair next to the kitchen counter,On the sofa opposite the older man
3034_IDES_OF_MARCH/segment_0007.mp4,"Question:
After the man receives an instant message on his laptop, he turns around to look at a blonde woman sitting behind him on the bus. What was this same woman seen doing in the backstage area earlier?

A. Talking on a cell phone
B. Writing on a notepad
C. Drinking water from a plastic bottle
D. Adjusting her glasses
E. Adjusting a television camera

Correct Answer: C

Rationale:
In the backstage hallway sequence, the blonde woman is shown sitting at a desk and drinking water from a clear plastic bottle. In the target scene, after the man receives a message from ""Molly1991"" on his laptop, he looks back at this same blonde woman sitting behind him on the bus.","After the man receives an instant message on his laptop, he turns around to look at a blonde woman sitting behind him on the bus. What was this same woman seen doing in the backstage area earlier?",Talking on a cell phone,Writing on a notepad,Drinking water from a plastic bottle,Adjusting her glasses,Adjusting a television camera
3034_IDES_OF_MARCH/segment_0011.mp4,"Question:
Which person introduced earlier is the sender of the text message displayed on the mobile phone?

A. The woman with glasses who spoke to the man on the walkway.
B. The blonde woman who walked up the dark staircase to meet the man.
C. The reporter standing near the news van.
D. The man sitting on the floor with the laptop.
E. The man sitting at the desk in the background.

Correct Answer: B

Rationale:
The mobile phone screen displays a text message from ""Molly."" Molly is the blonde woman shown earlier walking up the dark staircase to meet the man.",Which person introduced earlier is the sender of the text message displayed on the mobile phone?,The woman with glasses who spoke to the man on the walkway.,The blonde woman who walked up the dark staircase to meet the man.,The reporter standing near the news van.,The man sitting on the floor with the laptop.,The man sitting at the desk in the background.
3032_HOW_DO_YOU_KNOW/segment_0021.mp4,"Question:
What does the man wearing the plaid shirt and dark blazer do in the target scene after sitting on the couch?

A. He exits the room through the double doors in the background.
B. He lies down on the couch.
C. He stands up abruptly and confronts the older man.
D. He pours a drink from the side table.
E. He takes off his blazer.

Correct Answer: C

Rationale:
In the target scene, the man in the plaid shirt stands up quickly from the couch and angrily yells at the older man in the white shirt and tie.",What does the man wearing the plaid shirt and dark blazer do in the target scene after sitting on the couch?,He exits the room through the double doors in the background.,He lies down on the couch.,He stands up abruptly and confronts the older man.,He pours a drink from the side table.,He takes off his blazer.
3032_HOW_DO_YOU_KNOW/segment_0000.mp4,"Question:
The blonde woman who was practicing softball is seen wearing what color dress in the target scene?

A. Black
B. Yellow
C. Blue
D. Green
E. Red

Correct Answer: E

Rationale:
In the target scene, the blonde woman who was practicing softball earlier is shown walking down an alleyway wearing a bright red sleeveless dress.",The blonde woman who was practicing softball is seen wearing what color dress in the target scene?,Black,Yellow,Blue,Green,Red
3032_HOW_DO_YOU_KNOW/segment_0018.mp4,"Question:
After standing up from the light-colored sofa, the woman walks over to sit on an armchair next to which object?

A. A red clock
B. A framed sports jersey
C. A tall floor lamp
D. A stack of cardboard boxes
E. A black computer monitor

Correct Answer: A

Rationale:
At 01:21, the woman sits down on a brown armchair, which is located directly next to a small round table holding a distinctive red clock.","After standing up from the light-colored sofa, the woman walks over to sit on an armchair next to which object?",A red clock,A framed sports jersey,A tall floor lamp,A stack of cardboard boxes,A black computer monitor
3032_HOW_DO_YOU_KNOW/segment_0012.mp4,"Question:
Where is the blond-haired man, who was previously seen wearing a baseball uniform, located when he is shown holding a phone to his ear?

A. Standing in a kitchen
B. Sitting in a baseball dugout
C. In a tiled indoor pool
D. Lying in a bedroom
E. Sitting on a bench in a locker room

Correct Answer: C

Rationale:
In the target scene, the blond-haired man who was seen wearing a baseball uniform in the dugout emerges from a tiled indoor pool while holding a phone to his ear.","Where is the blond-haired man, who was previously seen wearing a baseball uniform, located when he is shown holding a phone to his ear?",Standing in a kitchen,Sitting in a baseball dugout,In a tiled indoor pool,Lying in a bedroom,Sitting on a bench in a locker room
3032_HOW_DO_YOU_KNOW/segment_0020.mp4,"Question:
Where is the man who was seen talking to the woman on the park bench standing at the end of the clip?

A. Next to a fountain
B. On a street corner
C. Inside a restaurant
D. Inside an elevator
E. Near a taxi cab

Correct Answer: D

Rationale:
At the very end of the clip, the man who was previously sitting on the park bench is shown standing alone inside an elevator with wood-paneled walls.",Where is the man who was seen talking to the woman on the park bench standing at the end of the clip?,Next to a fountain,On a street corner,Inside a restaurant,Inside an elevator,Near a taxi cab
3032_HOW_DO_YOU_KNOW/segment_0024.mp4,"Question:
Where is the large white bag that the man hid during his rushed cleanup located in the target scene?

A. Under the coffee table
B. Stuffed behind the couch
C. On top of the desk
D. Inside the bedroom closet
E. Next to the television stand

Correct Answer: B

Rationale:
During the target scene (visible at 01:21), the large white bag that the man stuffed behind the couch during his rushed cleanup is clearly visible peeking out from behind the couch cushions on the right side of the screen.",Where is the large white bag that the man hid during his rushed cleanup located in the target scene?,Under the coffee table,Stuffed behind the couch,On top of the desk,Inside the bedroom closet,Next to the television stand
3032_HOW_DO_YOU_KNOW/segment_0025.mp4,"Question:
At the start of the target scene, the woman in the hospital bed answers a phone call and learns the caller is nearby. Who turns out to be the caller when they enter the room shortly after?

A. A nurse in blue scrubs
B. An older man in a grey suit carrying two gift boxes
C. A doctor in a white lab coat
D. A delivery person with a large bouquet of balloons
E. A man in a dark suit carrying a camera and flowers

Correct Answer: B

Rationale:
At the beginning of the target scene, the woman holding the baby answers a phone call, mentioning that the caller is ""just a couple of doors down."" Shortly after she hangs up, an older man wearing a grey suit and glasses enters the hospital room carrying two gift boxes (one blue, one pink), revealing himself to be the caller.","At the start of the target scene, the woman in the hospital bed answers a phone call and learns the caller is nearby. Who turns out to be the caller when they enter the room shortly after?",A nurse in blue scrubs,An older man in a grey suit carrying two gift boxes,A doctor in a white lab coat,A delivery person with a large bouquet of balloons,A man in a dark suit carrying a camera and flowers
3032_HOW_DO_YOU_KNOW/segment_0026.mp4,"Question:
What object, which was used earlier in the hospital room, is the man in the dark blazer carrying in his right hand as he walks outside with the blonde woman?

A. A smartphone
B. A handheld video camera
C. A baby bottle
D. A framed photograph
E. A gift box

Correct Answer: B

Rationale:
At the beginning of the target scene, the man is shown closing the screen of the silver and black handheld video camera. As he walks through the hospital exit and along the wet sidewalk, he continues to carry this same video camera in his right hand.","What object, which was used earlier in the hospital room, is the man in the dark blazer carrying in his right hand as he walks outside with the blonde woman?",A smartphone,A handheld video camera,A baby bottle,A framed photograph,A gift box
3032_HOW_DO_YOU_KNOW/segment_0013.mp4,"Question:
What item from the blonde woman's apartment in the first part of the video remains hanging on the wall near the entrance door when the pregnant woman walks in?

A. A white circular wall clock
B. A framed painting of palm trees
C. A ""USA Women's National Team"" sports poster
D. A shelf with potted green plants
E. A large decorative mirror

Correct Answer: C

Rationale:
During the context portion of the video (around 00:28), a large red sports poster that says ""USA 2008 Women's National Team"" is shown on the wall near the exit of the blonde woman's apartment. In the target scene (around 01:01), when the pregnant woman enters the apartment, this same red poster is visible hanging on the wall next to the doorway.",What item from the blonde woman's apartment in the first part of the video remains hanging on the wall near the entrance door when the pregnant woman walks in?,A white circular wall clock,A framed painting of palm trees,"A ""USA Women's National Team"" sports poster",A shelf with potted green plants,A large decorative mirror
3032_HOW_DO_YOU_KNOW/segment_0001.mp4,"Question:
What does the woman do with the red dress she wore when she was outside the building?

A. She hangs it in the bedroom closet.
B. She folds it and places it on the bed.
C. She carries it with her into the bathroom.
D. She puts it in a laundry hamper.
E. She leaves it on the bedside table.

Correct Answer: C

Rationale:
After picking up the red dress from a table at 01:18, the woman walks into the bathroom holding the dress in her hand and stands there with it at 01:24.",What does the woman do with the red dress she wore when she was outside the building?,She hangs it in the bedroom closet.,She folds it and places it on the bed.,She carries it with her into the bathroom.,She puts it in a laundry hamper.,She leaves it on the bedside table.
3032_HOW_DO_YOU_KNOW/segment_0005.mp4,"Question:
After his phone call with the blonde woman ends, what does the man who was previously seen pacing around his living room do?

A. He sits back down on the brown armchair in the living room.
B. He walks into the dining area past a table cluttered with papers and files.
C. He heads up the stairs to the second floor of the house.
D. He goes to the kitchen counter and pours himself a drink.
E. He exits the house through the front door.

Correct Answer: B

Rationale:
In the target scene, after finishing his short phone call, the man is shown removing his phone from his ear and walking into the adjacent dining area, passing a dark wooden table covered with piles of papers, folders, and computer equipment.","After his phone call with the blonde woman ends, what does the man who was previously seen pacing around his living room do?",He sits back down on the brown armchair in the living room.,He walks into the dining area past a table cluttered with papers and files.,He heads up the stairs to the second floor of the house.,He goes to the kitchen counter and pours himself a drink.,He exits the house through the front door.
1027_Les_Miserables/segment_0000.mp4,"Question:
What heavy object does the bearded convict lift onto his shoulder after being ordered by the guard in the blue uniform to retrieve the flag?

A. A rusted iron anchor
B. A large wooden pole
C. A heavy metal chest
D. A bundle of thick ropes
E. A stone block

Correct Answer: B

Rationale:
In the target scene, after receiving the order from the guard, the bearded convict approaches a large wooden pole lying on the wet ground. He bends down, grips the pole, and hoists it onto his shoulder.",What heavy object does the bearded convict lift onto his shoulder after being ordered by the guard in the blue uniform to retrieve the flag?,A rusted iron anchor,A large wooden pole,A heavy metal chest,A bundle of thick ropes,A stone block
1005_Signs/segment_0032.mp4,"Question:
At the end of the video, the family sitting in the yard is viewed through which broken object?

A. A television screen
B. A glass window pane
C. A picture frame
D. A car windshield
E. A mirror

Correct Answer: B

Rationale:
In the final seconds of the video, the camera pulls back to reveal the family sitting near the cornfield, framed on the right side by the jagged, cracked edge of a broken glass window pane.","At the end of the video, the family sitting in the yard is viewed through which broken object?",A television screen,A glass window pane,A picture frame,A car windshield,A mirror
1005_Signs/segment_0021.mp4,"Question:
What does the boy in overalls do after getting up from his chair at the dining table?

A. He runs out of the room through the doorway.
B. He walks over and hugs the man eating at the table.
C. He starts clearing the dirty dishes from the counter.
D. He sits on the lap of the young girl next to him.
E. He grabs a knife from the kitchen table.

Correct Answer: B

Rationale:
In the target scene, the boy wearing overalls gets up from his seat at the table, walks over to the man sitting at the head of the table, and embraces him in a hug.",What does the boy in overalls do after getting up from his chair at the dining table?,He runs out of the room through the doorway.,He walks over and hugs the man eating at the table.,He starts clearing the dirty dishes from the counter.,He sits on the lap of the young girl next to him.,He grabs a knife from the kitchen table.
1005_Signs/segment_0018.mp4,"Question:
What does the man do with the kitchen knife when the clawed hand reaches out from under the door?

A. He throws it at the door to keep it closed.
B. He uses it to cut the fingers of the clawed hand.
C. He slides it under the door to hand it to the creature.
D. He uses it to pry the door off its hinges.
E. He drops it and climbs onto the counter.

Correct Answer: B

Rationale:
In the target scene, after a clawed hand reaches out from under the door, the man quickly grabs the kitchen knife from the floor and slices the fingers of the hand.",What does the man do with the kitchen knife when the clawed hand reaches out from under the door?,He throws it at the door to keep it closed.,He uses it to cut the fingers of the clawed hand.,He slides it under the door to hand it to the creature.,He uses it to pry the door off its hinges.,He drops it and climbs onto the counter.
1005_Signs/segment_0006.mp4,"Question:
What does the boy who was seen using an inhaler earlier receive from the man in the grey jacket?

A. A candy bar
B. A key
C. A toy car
D. A coin
E. An inhaler

Correct Answer: D

Rationale:
In the target scene, the boy who was previously seen using an inhaler stands on the sidewalk and holds out his hands. The man in the grey jacket drops a coin into his hands before the boy walks away with the young girl.",What does the boy who was seen using an inhaler earlier receive from the man in the grey jacket?,A candy bar,A key,A toy car,A coin,An inhaler
1005_Signs/segment_0012.mp4,"Question:
Which person is resting against the arm of the man in the red shirt during their silent exchange?

A. The boy who was wearing a plaid shirt
B. The girl who was wearing a floral dress
C. The man who is wearing a plaid shirt
D. A woman with long blonde hair
E. No one is resting against him

Correct Answer: A

Rationale:
In the target scene, the back of a child's head with short hair is seen resting against the shoulder of the man in the red shirt. The context shows that this is the boy wearing the plaid shirt, who fell asleep resting against him.",Which person is resting against the arm of the man in the red shirt during their silent exchange?,The boy who was wearing a plaid shirt,The girl who was wearing a floral dress,The man who is wearing a plaid shirt,A woman with long blonde hair,No one is resting against him
1005_Signs/segment_0020.mp4,"Question:
What does the man who was first seen outside the house do near the end of the target scene?

A. He leaves the room to go back outside.
B. He turns off the television screen.
C. He kneels down next to the boy to talk to him.
D. He stands behind the other man and looks at the floor.
E. He carries the sleeping girl out of the room.

Correct Answer: C

Rationale:
In the target scene, at around 01:21, the man in the dark blue long-sleeve shirt (who was shown outside the house in the first half of the video) kneels down next to the boy sitting in the chair to whisper/talk to him.",What does the man who was first seen outside the house do near the end of the target scene?,He leaves the room to go back outside.,He turns off the television screen.,He kneels down next to the boy to talk to him.,He stands behind the other man and looks at the floor.,He carries the sleeping girl out of the room.
1005_Signs/segment_0024.mp4,"Question:
What is seen sliding underneath the boarded-up door at the end of the video?

A. A set of long, dark, clawed fingers
B. A pool of dark liquid
C. A wooden wedge
D. A metallic blade
E. A snake-like creature

Correct Answer: A

Rationale:
At the very end of the video, three long, dark, clawed fingers are visibly reaching and sliding underneath the bottom of the red boarded-up door.",What is seen sliding underneath the boarded-up door at the end of the video?,"A set of long, dark, clawed fingers",A pool of dark liquid,A wooden wedge,A metallic blade,A snake-like creature
1005_Signs/segment_0025.mp4,"Question:
What tool is seen wedged under the doorknob of the basement door when a man walks back to check on it?

A. A shovel
B. A crowbar
C. A pickaxe
D. An axe
E. A sledgehammer

Correct Answer: C

Rationale:
Near the end of the video, a man walks up to the closed wooden basement door, where a pickaxe is visibly wedged underneath the doorknob to keep it shut.",What tool is seen wedged under the doorknob of the basement door when a man walks back to check on it?,A shovel,A crowbar,A pickaxe,An axe,A sledgehammer
1005_Signs/segment_0013.mp4,"Question:
What is the man who was previously seen driving a car at night wearing when he exits the bathroom?

A. A red t-shirt and pajama pants
B. A plaid button-up shirt and dark trousers
C. A dark blue bathrobe
D. A black jacket and clerical collar
E. A grey sweatshirt and sweatpants

Correct Answer: C

Rationale:
In the target scene, the man who was previously seen driving the car at night walks out of the bathroom wearing a dark blue bathrobe while holding a towel to his face.",What is the man who was previously seen driving a car at night wearing when he exits the bathroom?,A red t-shirt and pajama pants,A plaid button-up shirt and dark trousers,A dark blue bathrobe,A black jacket and clerical collar,A grey sweatshirt and sweatpants
1005_Signs/segment_0011.mp4,"Question:
What object is the man who was running through the cornfield holding in his hand when he enters the kitchen?

A. A kitchen knife
B. A flashlight
C. A key ring
D. A magazine
E. A glass of water

Correct Answer: B

Rationale:
When the man enters the kitchen from the back door, he is visibly holding the same large black flashlight in his left hand that he was using while running through the cornfield.",What object is the man who was running through the cornfield holding in his hand when he enters the kitchen?,A kitchen knife,A flashlight,A key ring,A magazine,A glass of water
1005_Signs/segment_0005.mp4,"Question:
After previously watching a cartoon on the television, what is shown on the screen when the young girl wrapped in a white sheet watches it again?

A. A cooking demonstration
B. A news report about crop symbols
C. A live football game
D. A music video performance
E. A movie set in a space station

Correct Answer: B

Rationale:
In the target scene, the television displays a ""BREAKING NEWS"" broadcast featuring aerial footage of crop circles in a field with the text ""Crop Symbols Throughout India,"" followed by a map highlighting locations.","After previously watching a cartoon on the television, what is shown on the screen when the young girl wrapped in a white sheet watches it again?",A cooking demonstration,A news report about crop symbols,A live football game,A music video performance,A movie set in a space station
3009_BATTLE_LOS_ANGELES/segment_0015.mp4,"Question:
Compared to his appearance at the start of the video, what is different about the wounded soldier's headgear when the female soldier approaches and speaks to him?

A. He is wearing a different colored helmet.
B. He is not wearing a helmet.
C. He has goggles pulled down over his eyes.
D. He is wearing a cap instead of a helmet.
E. His helmet is damaged and cracked.

Correct Answer: B

Rationale:
During the target scene, when the female soldier approaches to speak to the wounded soldier, his helmet is completely off, showing his bare head and hair, whereas he was wearing a helmet at the beginning of the video.","Compared to his appearance at the start of the video, what is different about the wounded soldier's headgear when the female soldier approaches and speaks to him?",He is wearing a different colored helmet.,He is not wearing a helmet.,He has goggles pulled down over his eyes.,He is wearing a cap instead of a helmet.,His helmet is damaged and cracked.
3009_BATTLE_LOS_ANGELES/segment_0024.mp4,"Question:
What action does the driver of the green-lit armored vehicle perform near the end of the scene?

A. He takes off his helmet.
B. He consults a paper map.
C. He speaks into a hand-held radio.
D. He adjusts the vehicle's dashboard dials.
E. He wipes the sweat off his forehead.

Correct Answer: A

Rationale:
At 01:15, inside the green-lit cabin of the armored vehicle, the driver is clearly shown using his hand to pull off his helmet.",What action does the driver of the green-lit armored vehicle perform near the end of the scene?,He takes off his helmet.,He consults a paper map.,He speaks into a hand-held radio.,He adjusts the vehicle's dashboard dials.,He wipes the sweat off his forehead.
3009_BATTLE_LOS_ANGELES/segment_0002.mp4,"Question:
Based on the rank insignia the soldier is seen pinning onto his collar in the first part of the video, what insignia is visible on the collar of the soldier walking down the hallway in the latter part of the video?

A. A single gold bar
B. A single silver bar
C. Two silver bars
D. A gold oak leaf
E. A silver star

Correct Answer: A

Rationale:
In the target scene, between 01:05 and 01:10, the soldier with the ""MARTINEZ"" name tag walking down the hallway has a single gold bar pinned to his left collar point, which is the same gold rank insignia he was shown pinning on earlier in the video.","Based on the rank insignia the soldier is seen pinning onto his collar in the first part of the video, what insignia is visible on the collar of the soldier walking down the hallway in the latter part of the video?",A single gold bar,A single silver bar,Two silver bars,A gold oak leaf,A silver star
3009_BATTLE_LOS_ANGELES/segment_0025.mp4,"Question:
After handing the letter to the woman, how does the soldier exit the helicopter to land on the rooftop?

A. He climbs down a metal ladder.
B. He slides down a thick rope.
C. He parachutes down.
D. He jumps directly onto the roof.
E. He is lowered in a rescue harness.

Correct Answer: B

Rationale:
In the target scene, the soldier is clearly shown grabbing a thick rope suspended from the helicopter and sliding down it to reach the building's rooftop.","After handing the letter to the woman, how does the soldier exit the helicopter to land on the rooftop?",He climbs down a metal ladder.,He slides down a thick rope.,He parachutes down.,He jumps directly onto the roof.,He is lowered in a rescue harness.
