file,raw_response,question,option_A,option_B,option_C,option_D,option_E
3015_CHARLIE_ST_CLOUD/segment_0004.mp4,"Question:
What is the man whom the young man bumped into outside the store wearing during their conversation in the cafe?

A. A green knit sweater
B. A blue denim jacket
C. A brown leather jacket
D. A red plaid shirt
E. A grey fleece hoodie

Correct Answer: A

Rationale:
During the conversation in the cafe, the older man (who was previously bumped into outside the store while wearing a cap and dark jacket) is shown sitting at the table wearing a green knit sweater.",What is the man whom the young man bumped into outside the store wearing during their conversation in the cafe?,A green knit sweater,A blue denim jacket,A brown leather jacket,A red plaid shirt,A grey fleece hoodie
3015_CHARLIE_ST_CLOUD/segment_0018.mp4,"Question:
What does the man in the red t-shirt do with the item on his left wrist as he walks through the bright, sunlit forest?

A. He takes off a bracelet.
B. He scratches his wrist.
C. He adjusts his watch.
D. He wipes sweat from his arm.
E. He points at a tattoo.

Correct Answer: C

Rationale:
As the man walks through the sunlit trees, he looks down at his left wrist and uses his right hand to touch and adjust the watch he is wearing.","What does the man in the red t-shirt do with the item on his left wrist as he walks through the bright, sunlit forest?",He takes off a bracelet.,He scratches his wrist.,He adjusts his watch.,He wipes sweat from his arm.,He points at a tattoo.
3015_CHARLIE_ST_CLOUD/segment_0006.mp4,"Question:
What happens to the woman in the green cardigan (who was first seen standing in the bar) while she is moving along the deck of the sailboat?

A. She trips over a rope and falls onto the wooden dock.
B. She slips and falls into the open cabin hatch.
C. She accidentally knocks a bucket into the water.
D. She loses her balance and falls into the water.
E. She safely climbs down the ladder into the cabin.

Correct Answer: B

Rationale:
In the target scene, the woman in the green cardigan tries to walk along the side of the sailboat deck, but she slips and falls directly into the open hatch of the cabin. She is then shown looking up from inside the cabin hatch.",What happens to the woman in the green cardigan (who was first seen standing in the bar) while she is moving along the deck of the sailboat?,She trips over a rope and falls onto the wooden dock.,She slips and falls into the open cabin hatch.,She accidentally knocks a bucket into the water.,She loses her balance and falls into the water.,She safely climbs down the ladder into the cabin.
3015_CHARLIE_ST_CLOUD/segment_0013.mp4,"Question:
What sports equipment, previously seen in a drawer, is the young boy carrying when he approaches the man in the forest?

A. A baseball bat
B. A baseball glove
C. A tennis racket
D. A soccer ball
E. A football helmet

Correct Answer: B

Rationale:
The young boy who enters the forest scene at 01:35 is carrying a dark baseball glove in his left hand, which matches the baseball glove shown inside the desk drawer at 01:10.","What sports equipment, previously seen in a drawer, is the young boy carrying when he approaches the man in the forest?",A baseball bat,A baseball glove,A tennis racket,A soccer ball,A football helmet
3015_CHARLIE_ST_CLOUD/segment_0001.mp4,"Question:
What object, which was previously shown with the young boy before the accident, is the man in the suit holding during the funeral?

A. A red baseball cap
B. A foam finger
C. A red baseball glove
D. A set of car keys
E. A white flower

Correct Answer: C

Rationale:
During the funeral scene, the man wearing a black suit is shown holding a red baseball glove in his hands. This is the same glove that the young boy was holding earlier in the car.","What object, which was previously shown with the young boy before the accident, is the man in the suit holding during the funeral?",A red baseball cap,A foam finger,A red baseball glove,A set of car keys,A white flower
3015_CHARLIE_ST_CLOUD/segment_0016.mp4,"Question:
After the man lies down next to the unconscious woman to keep her warm, what is the state of her red jacket?

A. It is completely removed and thrown aside.
B. It is zipped up all the way to her neck.
C. It is open, revealing her blue shirt and black top underneath.
D. It is tied around her waist.
E. It is draped over both of them like a blanket.

Correct Answer: C

Rationale:
In the target scene, particularly around 01:46, the woman's red jacket is visibly open and spread to the sides, revealing her blue inner shirt and black top underneath as the man holds her.","After the man lies down next to the unconscious woman to keep her warm, what is the state of her red jacket?",It is completely removed and thrown aside.,It is zipped up all the way to her neck.,"It is open, revealing her blue shirt and black top underneath.",It is tied around her waist.,It is draped over both of them like a blanket.
3015_CHARLIE_ST_CLOUD/segment_0005.mp4,"Question:
Based on the context, what is the primary activity or sport of the woman sitting at the diner table?

A. Sailing
B. Rock climbing
C. Skiing
D. Horseback riding
E. Swimming

Correct Answer: A

Rationale:
In the context, the woman is shown onboard a sailboat numbered 11 (""Querencia"") and is featured in a magazine titled ""Pacific Yachting."" In the target scene, she is seen sitting in a diner booth talking to a man who shows her a weather map.","Based on the context, what is the primary activity or sport of the woman sitting at the diner table?",Sailing,Rock climbing,Skiing,Horseback riding,Swimming
3034_IDES_OF_MARCH/segment_0004.mp4,"Question:
In the target scene, the political candidate previously seen giving a speech on stage is shown meeting with two men in a large room. What object is visible on the left side of this room?

A. A podium with microphones
B. A large projection screen
C. A black grand piano
D. A clothing rack
E. A stack of amplifiers

Correct Answer: C

Rationale:
In the target scene, the presidential candidate is shown sitting in a circle with two other men in a large rehearsal room. On the far left side of the room, a black grand piano is clearly visible.","In the target scene, the political candidate previously seen giving a speech on stage is shown meeting with two men in a large room. What object is visible on the left side of this room?",A podium with microphones,A large projection screen,A black grand piano,A clothing rack,A stack of amplifiers
3034_IDES_OF_MARCH/segment_0000.mp4,"Question:
What is the man who was previously seen backstage wearing a striped tie and a dark suit jacket wearing when he is shown sitting in the restaurant booth?

A. A white shirt, black vest, and no tie
B. A light blue shirt with the collar unbuttoned and no tie or suit jacket
C. The same dark suit jacket and striped tie, but without the blue lanyard
D. A dark suit jacket with a solid red tie and white shirt
E. A black sweater over a grey t-shirt

Correct Answer: B

Rationale:
In the backstage scenes of the debate, the man is wearing a dark suit jacket, light blue shirt, striped tie, and a blue lanyard. When he is shown in the restaurant booth during the target scene, he is wearing only his light blue dress shirt with the collar unbuttoned and no tie or jacket.",What is the man who was previously seen backstage wearing a striped tie and a dark suit jacket wearing when he is shown sitting in the restaurant booth?,"A white shirt, black vest, and no tie",A light blue shirt with the collar unbuttoned and no tie or suit jacket,"The same dark suit jacket and striped tie, but without the blue lanyard",A dark suit jacket with a solid red tie and white shirt,A black sweater over a grey t-shirt
3034_IDES_OF_MARCH/segment_0019.mp4,"Question:
After the voiceover finishes introducing him, where does the man direct his gaze?

A. He keeps his head turned to the side while looking down.
B. He looks directly forward into the camera.
C. He closes his eyes and tilts his head back.
D. He looks off to the left side of the screen.
E. He looks up toward the ceiling.

Correct Answer: B

Rationale:
At the very end of the clip, as the voiceover finishes introducing him, the man raises his eyes and looks directly forward into the camera.","After the voiceover finishes introducing him, where does the man direct his gaze?",He keeps his head turned to the side while looking down.,He looks directly forward into the camera.,He closes his eyes and tilts his head back.,He looks off to the left side of the screen.,He looks up toward the ceiling.
3034_IDES_OF_MARCH/segment_0013.mp4,"Question:
What is the man with glasses, who was previously shown watching the television news report, doing during the press conference?

A. Speaking directly into the cluster of microphones
B. Standing behind the speaker with a somber expression
C. Handing a document to the speaker
D. Operating one of the television cameras
E. Sitting in the audience taking notes

Correct Answer: B

Rationale:
In the target scene starting at 1:37, the man with glasses (previously shown at 0:34 listening to the news) is visible standing silently in the background directly behind the speaker at the podium.","What is the man with glasses, who was previously shown watching the television news report, doing during the press conference?",Speaking directly into the cluster of microphones,Standing behind the speaker with a somber expression,Handing a document to the speaker,Operating one of the television cameras,Sitting in the audience taking notes
3034_IDES_OF_MARCH/segment_0008.mp4,"Question:
What brand is the mobile phone that the man is seen using to make a call while walking on the street?

A. BlackBerry
B. Motorola
C. Samsung
D. Nokia
E. Sony

Correct Answer: D

Rationale:
In the target scene, a close-up of the phone on the desk receiving a text message clearly shows the brand name ""NOKIA"" printed at the top of the device.",What brand is the mobile phone that the man is seen using to make a call while walking on the street?,BlackBerry,Motorola,Samsung,Nokia,Sony
3034_IDES_OF_MARCH/segment_0001.mp4,"Question:
What does the blonde woman, who was previously seen delivering a folder in an office, hand to the man in the blue shirt during the meeting?

A. A folder
B. A tablet computer
C. A notepad with papers
D. A blue pen
E. A glass of water

Correct Answer: C

Rationale:
In the target scene, the blonde woman walks into the meeting room carrying papers and hands a white spiral notepad with papers to the man wearing a blue shirt and tie.","What does the blonde woman, who was previously seen delivering a folder in an office, hand to the man in the blue shirt during the meeting?",A folder,A tablet computer,A notepad with papers,A blue pen,A glass of water
3034_IDES_OF_MARCH/segment_0016.mp4,"Question:
What does the man who was shown on the television screen during the first part of the video do as he walks on the grass outside the church?

A. He makes a phone call.
B. He shakes hands with a priest.
C. He smokes a cigarette.
D. He puts on a pair of gloves.
E. He gets into a parked car.

Correct Answer: C

Rationale:
In the target scene, the man with glasses (previously featured on the television screen in the context) is shown walking across the lawn outside the church while smoking a cigarette.",What does the man who was shown on the television screen during the first part of the video do as he walks on the grass outside the church?,He makes a phone call.,He shakes hands with a priest.,He smokes a cigarette.,He puts on a pair of gloves.,He gets into a parked car.
3034_IDES_OF_MARCH/segment_0011.mp4,"Question:
What name is printed on the stacked cardboard boxes behind the seated man in the office?

A. Oakley
B. Palace
C. Country Cabin
D. Pullman
E. Cincinnati

Correct Answer: D

Rationale:
In the target scene around 01:36, multiple cardboard boxes stacked on shelves behind the seated man clearly display the name ""Pullman"" in blue print.",What name is printed on the stacked cardboard boxes behind the seated man in the office?,Oakley,Palace,Country Cabin,Pullman,Cincinnati
3034_IDES_OF_MARCH/segment_0017.mp4,"Question:
What is the woman who was previously seen carrying a tray of coffee cups wearing around her neck when she speaks to the man?

A. A gold chain with a key-shaped pendant
B. A pearl necklace
C. A red fabric scarf
D. A silver necklace with a circular pendant
E. A black velvet choker

Correct Answer: D

Rationale:
In the target scene, the woman is shown in a close-up shot while talking to the man, and a silver necklace with a circular, round pendant is clearly visible around her neck.",What is the woman who was previously seen carrying a tray of coffee cups wearing around her neck when she speaks to the man?,A gold chain with a key-shaped pendant,A pearl necklace,A red fabric scarf,A silver necklace with a circular pendant,A black velvet choker
3032_HOW_DO_YOU_KNOW/segment_0021.mp4,"Question:
What object is revealed inside the dark blue gift box that the blonde woman opens?

A. A diamond ring
B. A silver watch
C. A gold necklace
D. A pair of earrings
E. A bracelet

Correct Answer: B

Rationale:
In the target scene, the blonde woman opens the dark blue box to reveal a diamond-studded silver watch, which she then takes out and wears on her wrist.",What object is revealed inside the dark blue gift box that the blonde woman opens?,A diamond ring,A silver watch,A gold necklace,A pair of earrings,A bracelet
3032_HOW_DO_YOU_KNOW/segment_0010.mp4,"Question:
What is the blonde woman, who was previously seen in the closet, carrying when she enters the elevator?

A. A suitcase and a garment bag
B. A backpack and a cardboard box
C. A handbag and a canvas bag containing tall purple flowers
D. A laptop case and a brown paper grocery bag
E. A briefcase and a bouquet of yellow roses

Correct Answer: C

Rationale:
In the target scene, the blonde woman enters the elevator carrying a grey handbag on her right shoulder and a white canvas tote bag in her left hand, which has tall purple flowers sticking out of it.","What is the blonde woman, who was previously seen in the closet, carrying when she enters the elevator?",A suitcase and a garment bag,A backpack and a cardboard box,A handbag and a canvas bag containing tall purple flowers,A laptop case and a brown paper grocery bag,A briefcase and a bouquet of yellow roses
3032_HOW_DO_YOU_KNOW/segment_0012.mp4,"Question:
When the woman looks out the window, what is the man who just left the apartment carrying as he runs across the street?

A. A bouquet of flowers
B. A brown paper bag
C. A black suitcase
D. A red jacket
E. A bicycle helmet

Correct Answer: B

Rationale:
After leaving the apartment, the man (identifiable by his light-colored patterned shirt with rolled-up sleeves) is seen from the window running across a busy street while carrying a brown paper bag in his hand.","When the woman looks out the window, what is the man who just left the apartment carrying as he runs across the street?",A bouquet of flowers,A brown paper bag,A black suitcase,A red jacket,A bicycle helmet
3032_HOW_DO_YOU_KNOW/segment_0003.mp4,"Question:
Which object, initially seen on the small round table next to the staircase and the potted plant, is the man holding in his hand while sitting and singing?

A. A telephone
B. A picture frame
C. A table lamp
D. A remote control
E. A glass bottle

Correct Answer: C

Rationale:
In the context, a white table lamp with a silver base is located on the small round table near the stairs. In the target scene (from 01:30 onwards), the man is sitting at the table, holding this specific table lamp up in his hand while singing.","Which object, initially seen on the small round table next to the staircase and the potted plant, is the man holding in his hand while sitting and singing?",A telephone,A picture frame,A table lamp,A remote control,A glass bottle
3032_HOW_DO_YOU_KNOW/segment_0020.mp4,"Question:
Which of the following describes the difference between the driver of the first bus the woman boards and the driver of the second bus she boards?

A. The first driver is a white man with dark hair, while the second driver is a Black man.
B. The first driver is a Black man, while the second driver is a white man with dark hair.
C. The first driver is a woman, while the second driver is a man.
D. Both buses are driven by the same Black male driver.
E. Both buses are driven by the same white male driver.

Correct Answer: B

Rationale:
In the target scene, the driver of the second bus is shown to be a white man with dark hair as the woman boards and inserts her ticket. In the preceding context, the driver of the first bus she boarded is a Black man.",Which of the following describes the difference between the driver of the first bus the woman boards and the driver of the second bus she boards?,"The first driver is a white man with dark hair, while the second driver is a Black man.","The first driver is a Black man, while the second driver is a white man with dark hair.","The first driver is a woman, while the second driver is a man.",Both buses are driven by the same Black male driver.,Both buses are driven by the same white male driver.
3032_HOW_DO_YOU_KNOW/segment_0011.mp4,"Question:
When the man in the dark blazer rushes out of the building's main entrance, what happens to him on the sidewalk?

A. He collides with a pedestrian walking by.
B. He slips and stumbles past the woman.
C. He drops a bag he was carrying.
D. He runs directly into a waiting taxi.
E. He stops immediately to talk to the doorman.

Correct Answer: B

Rationale:
As the man in the dark blazer bursts through the building's glass doors, he loses his footing on the wet pavement, slipping and stumbling past the blonde woman and the doorman.","When the man in the dark blazer rushes out of the building's main entrance, what happens to him on the sidewalk?",He collides with a pedestrian walking by.,He slips and stumbles past the woman.,He drops a bag he was carrying.,He runs directly into a waiting taxi.,He stops immediately to talk to the doorman.
1027_Les_Miserables/segment_0000.mp4,"Question:
What does the bearded prisoner do with the large wooden mast he is shown carrying on his shoulder at the start of the target scene?

A. He throws it into the deep water of the dock.
B. He places it vertically against the stone wall.
C. He drops it onto the wet ground.
D. He hands it over to the officer in the blue coat.
E. He slides it back underneath the ship.

Correct Answer: C

Rationale:
At the start of the target scene, the bearded prisoner is shown carrying the large wooden mast on his shoulder. After walking a few steps, he drops the heavy log onto the wet stone ground.",What does the bearded prisoner do with the large wooden mast he is shown carrying on his shoulder at the start of the target scene?,He throws it into the deep water of the dock.,He places it vertically against the stone wall.,He drops it onto the wet ground.,He hands it over to the officer in the blue coat.,He slides it back underneath the ship.
1027_Les_Miserables/segment_0009.mp4,"Question:
What happens during the battle to the young woman wearing a brown coat and a dark cap who was previously seen holding a rifle?

A. She successfully shoots a soldier from behind the barricade.
B. She is shot in the chest while shielding a man from a rifle.
C. She flees into the building when the soldiers begin firing.
D. She is captured by a soldier who climbs over the barricade.
E. She climbs up to wave the red flag at the soldiers.

Correct Answer: B

Rationale:
In the target scene, the young woman in the brown coat and cap runs to shield a man from an aiming soldier's rifle, holding the barrel as it fires directly into her chest. She is subsequently shown lying on the ground with a fatal chest wound in the man's arms.",What happens during the battle to the young woman wearing a brown coat and a dark cap who was previously seen holding a rifle?,She successfully shoots a soldier from behind the barricade.,She is shot in the chest while shielding a man from a rifle.,She flees into the building when the soldiers begin firing.,She is captured by a soldier who climbs over the barricade.,She climbs up to wave the red flag at the soldiers.
1027_Les_Miserables/segment_0013.mp4,"Question:
When the young man who was carried through the sewers is shown walking inside the ruined room, what is supporting his arm?

A. A black leather brace
B. A wooden splint
C. A white sling
D. A metal cast
E. A thick brown bandage

Correct Answer: C

Rationale:
In the target scene, the young man enters a dusty, ruined room at 01:50 with his left arm supported by a white fabric sling.","When the young man who was carried through the sewers is shown walking inside the ruined room, what is supporting his arm?",A black leather brace,A wooden splint,A white sling,A metal cast,A thick brown bandage
1005_Signs/segment_0015.mp4,"Question:
While the man in the light blue sweatshirt is looking out through the gap in the boarded-up window, what is seen briefly appearing in the opening of the window frame?

A. A hand with dark, long fingers reaches up.
B. A bird lands on the sill.
C. A flashlight beam is shone from the outside.
D. A tree branch scrapes against the wood.
E. A pair of glowing eyes peers back at him.

Correct Answer: A

Rationale:
In the target scene, the man in the light blue sweatshirt (first shown in the closet during the context) peers through a gap in a boarded-up window. A dark, scaly hand with long, slender fingers is shown reaching up from the bottom of the window frame and momentarily grasping the wood.","While the man in the light blue sweatshirt is looking out through the gap in the boarded-up window, what is seen briefly appearing in the opening of the window frame?","A hand with dark, long fingers reaches up.",A bird lands on the sill.,A flashlight beam is shone from the outside.,A tree branch scrapes against the wood.,A pair of glowing eyes peers back at him.
1005_Signs/segment_0010.mp4,"Question:
What type of headwear are the two children wearing while sitting on the bed as the man in the dark robe sits down to look at the book with them?

A. Colorful striped birthday hats
B. Shiny, cone-shaped foil hats
C. Fabric pirate bandanas
D. Plastic construction helmets
E. Woolen winter beanies

Correct Answer: B

Rationale:
In the target scene, both children are clearly visible sitting on the bed wearing cone-shaped hats made of shiny aluminum foil while they look at a book with the man.",What type of headwear are the two children wearing while sitting on the bed as the man in the dark robe sits down to look at the book with them?,Colorful striped birthday hats,"Shiny, cone-shaped foil hats",Fabric pirate bandanas,Plastic construction helmets,Woolen winter beanies
1005_Signs/segment_0009.mp4,"Question:
In the wide shot of the family sitting on the couch, which person is the young boy leaning against while sleeping?

A. The young girl in the green dress
B. The man in the plaid shirt
C. The man in the red shirt
D. He is sleeping alone on the floor
E. He is sleeping on an armchair next to the couch

Correct Answer: C

Rationale:
In the wide shot of the couch at the end of the room scene, the young boy is asleep on the left side, resting his head against the shoulder of the man wearing the red shirt.","In the wide shot of the family sitting on the couch, which person is the young boy leaning against while sleeping?",The young girl in the green dress,The man in the plaid shirt,The man in the red shirt,He is sleeping alone on the floor,He is sleeping on an armchair next to the couch
1005_Signs/segment_0006.mp4,"Question:
In the target scene, what does the man in the white jacket do with the blue antenna of the baby monitor?

A. He points it toward the cornfield.
B. He places it against the metal rack on the car's roof.
C. He hands it to the young girl inside the car.
D. He puts it inside his shirt pocket.
E. He throws it onto the gravel ground.

Correct Answer: B

Rationale:
After being handed the blue antenna detached from the baby monitor, the man in the white jacket touches and holds it against the silver metal roof rack on top of the station wagon, as the young boy watches from the other side of the car.","In the target scene, what does the man in the white jacket do with the blue antenna of the baby monitor?",He points it toward the cornfield.,He places it against the metal rack on the car's roof.,He hands it to the young girl inside the car.,He puts it inside his shirt pocket.,He throws it onto the gravel ground.
1005_Signs/segment_0013.mp4,"Question:
What is seen in the reflection of the knife blade when the man slides it under the door?

A. The legs of an alien
B. A stack of plates and bowls
C. Bottles and canned food items
D. A set of keys on a ring
E. A wooden staircase leading down

Correct Answer: C

Rationale:
When the man slides the knife blade under the gap at the bottom of the door, the reflection on the polished metal surface clearly shows a ketchup bottle and various canned goods stored inside.",What is seen in the reflection of the knife blade when the man slides it under the door?,The legs of an alien,A stack of plates and bowls,Bottles and canned food items,A set of keys on a ring,A wooden staircase leading down
1005_Signs/segment_0008.mp4,"Question:
When the man who was shown running through the cornfield enters the kitchen, what is he holding in his hand?

A. A flashlight
B. A bag of food
C. A book
D. A phone
E. A glass of water

Correct Answer: A

Rationale:
At the end of the video, the man in the plaid shirt who was previously seen navigating and running through the cornfield enters the kitchen from the left side, holding the same black flashlight in his hand.","When the man who was shown running through the cornfield enters the kitchen, what is he holding in his hand?",A flashlight,A bag of food,A book,A phone,A glass of water
1005_Signs/segment_0001.mp4,"Question:
How does the dog, which was previously shown running through the cornfield and resting peacefully on the porch, react when the young girl pours water into its metal bowl?

A. It happily drinks the water.
B. It nudges the bowl away with its snout.
C. It growls and barks aggressively at the girl.
D. It whimpers and runs toward the house.
E. It lies down and ignores her.

Correct Answer: C

Rationale:
In the target scene, after the young girl pours the water from her glass into the dog's bowl and adjusts the bowl, the dog suddenly bares its teeth, growls deeply, and barks aggressively at her, causing her to stand up and back away.","How does the dog, which was previously shown running through the cornfield and resting peacefully on the porch, react when the young girl pours water into its metal bowl?",It happily drinks the water.,It nudges the bowl away with its snout.,It growls and barks aggressively at the girl.,It whimpers and runs toward the house.,It lies down and ignores her.
1005_Signs/segment_0007.mp4,"Question:
After entering the cornfield with the flashlight he retrieved from the toolbox, what does the man do with it in the target scene?

A. He leaves it turned on and places it on the ground as a decoy.
B. He keeps it turned on, waving it to signal for help.
C. He turns it off and continues walking through the cornfield in the dark.
D. He drops it on the ground after it flickers and stops working.
E. He throws it at a figure hidden among the corn stalks.

Correct Answer: C

Rationale:
In the target scene, the man initially walks into the cornfield with his flashlight turned on. However, shortly after, he is shown continuing his search with the flashlight turned off, navigating through the dark corn stalks until a different light source suddenly appears in front of him.","After entering the cornfield with the flashlight he retrieved from the toolbox, what does the man do with it in the target scene?",He leaves it turned on and places it on the ground as a decoy.,"He keeps it turned on, waving it to signal for help.",He turns it off and continues walking through the cornfield in the dark.,He drops it on the ground after it flickers and stops working.,He throws it at a figure hidden among the corn stalks.
3009_BATTLE_LOS_ANGELES/segment_0000.mp4,"Question:
In the target scene, what is the soldier who was previously seen sniffing a white flower in the flower shop doing?

A. Saluting the American flag
B. Sitting in a doctor's office
C. Video chatting on a laptop
D. Smiling and speaking to the couple near him
E. Putting ice on his knee

Correct Answer: D

Rationale:
The soldier with the mustache, who was shown sniffing a white flower during the context, is seen standing next to the couple in the flower shop during the target scene, where he smiles, speaks to them, and laughs.","In the target scene, what is the soldier who was previously seen sniffing a white flower in the flower shop doing?",Saluting the American flag,Sitting in a doctor's office,Video chatting on a laptop,Smiling and speaking to the couple near him,Putting ice on his knee
3009_BATTLE_LOS_ANGELES/segment_0009.mp4,"Question:
Following the efforts to locate the alien's vital organ shown in the context, what color is the organ that the soldier finally stabs with a knife in the target scene?

A. Bright blue
B. Dark green
C. Yellow
D. Solid black
E. Purple

Correct Answer: C

Rationale:
In the target scene at 01:51, the soldier stabs a distinctly yellow, glowing, ribbed organ inside the open chest cavity of the alien.","Following the efforts to locate the alien's vital organ shown in the context, what color is the organ that the soldier finally stabs with a knife in the target scene?",Bright blue,Dark green,Yellow,Solid black,Purple
3009_BATTLE_LOS_ANGELES/segment_0003.mp4,"Question:
In the hangar, what is the staff sergeant with the cleft chin holding in his gloved hand while talking to the soldier who was previously seen writing a letter?

A. A walkie-talkie
B. A map
C. A set of dog tags
D. A folded white piece of paper
E. A black pen

Correct Answer: D

Rationale:
At 01:51 in the target scene, a close-up shot shows the staff sergeant holding the folded white piece of paper (the letter the soldier was writing during the flight) in his gloved hand while speaking with him.","In the hangar, what is the staff sergeant with the cleft chin holding in his gloved hand while talking to the soldier who was previously seen writing a letter?",A walkie-talkie,A map,A set of dog tags,A folded white piece of paper,A black pen
3009_BATTLE_LOS_ANGELES/segment_0019.mp4,"Question:
After the squad of soldiers regroups under the overpass, what do they wade through as they enter the dark, underground facility?

A. Dry rubble and sand
B. Metal grating on the floor
C. Knee-deep water
D. Thick mud and clay
E. A bed of ashes

Correct Answer: C

Rationale:
In the target scene, the soldiers are shown stepping into and wading through a dark concrete tunnel flooded with water that reaches up to their knees, with visible ripples and splashes as they move forward.","After the squad of soldiers regroups under the overpass, what do they wade through as they enter the dark, underground facility?",Dry rubble and sand,Metal grating on the floor,Knee-deep water,Thick mud and clay,A bed of ashes
3009_BATTLE_LOS_ANGELES/segment_0002.mp4,"Question:
Who is walking next to the staff sergeant on the airfield?

A. The soldier who was promoted to squad leader in the hallway
B. The second lieutenant who shook hands with the staff sergeant near the helicopter
C. The commander who presented the slideshow briefing
D. The soldier seen packing a green bag on the bed
E. The soldier who opened the large black safe

Correct Answer: B

Rationale:
In the target scene, the staff sergeant is seen walking on the airfield next to the second lieutenant (Martinez). Martinez is established in the context when he meets and shakes hands with the staff sergeant in front of a helicopter, and he can be identified by his face and the ""MARTINEZ"" name tag on his chest plate.",Who is walking next to the staff sergeant on the airfield?,The soldier who was promoted to squad leader in the hallway,The second lieutenant who shook hands with the staff sergeant near the helicopter,The commander who presented the slideshow briefing,The soldier seen packing a green bag on the bed,The soldier who opened the large black safe
3009_BATTLE_LOS_ANGELES/segment_0008.mp4,"Question:
The soldier with glasses who was previously seen inside the dark room is later shown on a rooftop. What is he doing in this scene?

A. He is signaling a helicopter with a flare.
B. He is looking through a rifle scope to observe the distance.
C. He is throwing a grenade off the edge of the roof.
D. He is patching up a wounded comrade.
E. He is setting up a radio transmitter antenna.

Correct Answer: B

Rationale:
In the rooftop scene, the soldier with glasses (previously introduced in the dark room during the context) is shown looking through the optical scope of his rifle to monitor alien creatures standing on a building in the distance.",The soldier with glasses who was previously seen inside the dark room is later shown on a rooftop. What is he doing in this scene?,He is signaling a helicopter with a flare.,He is looking through a rifle scope to observe the distance.,He is throwing a grenade off the edge of the roof.,He is patching up a wounded comrade.,He is setting up a radio transmitter antenna.
3009_BATTLE_LOS_ANGELES/segment_0001.mp4,"Question:
What is the man who was shown pinning a rank insignia onto his collar doing when the soldiers arrive?

A. He is waving at them while standing next to a vehicle.
B. He is running down a sandy hill alongside them.
C. He is standing in the front row of the military lineup.
D. He is walking towards a truck while carrying his helmet.
E. He is sitting inside the driver's seat of a military vehicle.

Correct Answer: A

Rationale:
In the target scene, the man who was previously seen pinning the rank insignia on his collar is visible standing next to an open door of a military vehicle and waving his hand to greet the arriving soldiers.",What is the man who was shown pinning a rank insignia onto his collar doing when the soldiers arrive?,He is waving at them while standing next to a vehicle.,He is running down a sandy hill alongside them.,He is standing in the front row of the military lineup.,He is walking towards a truck while carrying his helmet.,He is sitting inside the driver's seat of a military vehicle.
3009_BATTLE_LOS_ANGELES/segment_0011.mp4,"Question:
What type of vehicle are the soldiers traveling in as it drives through the debris-covered streets?

A. An armored humvee
B. A public transit bus
C. A military cargo truck
D. A school bus
E. An armored personnel carrier

Correct Answer: B

Rationale:
In the target scene, the vehicle carrying the soldiers is shown from the outside as it navigates the smoke and debris on the road (such as at 01:40 and 01:46). The exterior shots clearly display a large orange and white public transit bus.",What type of vehicle are the soldiers traveling in as it drives through the debris-covered streets?,An armored humvee,A public transit bus,A military cargo truck,A school bus,An armored personnel carrier
3009_BATTLE_LOS_ANGELES/segment_0005.mp4,"Question:
Based on the interior of the room shown in the context, what type of room is the soldier exiting when he walks through the door with the tenant hours sign?

A. A tool shed
B. A laundry room
C. A cafeteria
D. A server room
E. A medical clinic

Correct Answer: B

Rationale:
In the target scene, the soldier exits through a door featuring a sign with tenant hours (around 01:38). The context reveals that the interior of this room contains washing machines, dryers, and a laundry basket, confirming it is a laundry room.","Based on the interior of the room shown in the context, what type of room is the soldier exiting when he walks through the door with the tenant hours sign?",A tool shed,A laundry room,A cafeteria,A server room,A medical clinic
1026_Legion/segment_0010.mp4,"Question:
After the tied-up woman spits at the girl helping her, who steps in and says ""That's enough""?

A. The man who previously dragged the tied-up woman back inside.
B. The man seen crying in the pantry.
C. The man with the prosthetic hook hand.
D. The man with tattoos on his neck.
E. The man who was tied to the wooden cross outside.

Correct Answer: A

Rationale:
In the target scene at 01:48, the man in the green jacket/vest stands behind the tied-up woman and says ""That's enough."" This is the same man who was shown dragging her back inside the building during the context at 00:24 and 00:38.","After the tied-up woman spits at the girl helping her, who steps in and says ""That's enough""?",The man who previously dragged the tied-up woman back inside.,The man seen crying in the pantry.,The man with the prosthetic hook hand.,The man with tattoos on his neck.,The man who was tied to the wooden cross outside.
1026_Legion/segment_0003.mp4,"Question:
The man who was previously shown standing by the gas pumps looking at the dust storm is seen holding which object when he is inside the garage?

A. A car battery
B. A front grille
C. A side mirror
D. A license plate
E. A steering wheel

Correct Answer: B

Rationale:
In the target scene, the man in the green t-shirt is shown inside the garage holding up a black car front grille in front of his face.",The man who was previously shown standing by the gas pumps looking at the dust storm is seen holding which object when he is inside the garage?,A car battery,A front grille,A side mirror,A license plate,A steering wheel
