file,raw_response,question,option_A,option_B,option_C,option_D,option_E
3074_THE_ROOMMATE/segment_0026.mp4,"Question:
During the scene at the gas station, where is the ring with the large clear stone that was previously shown in a desk drawer?

A. On the woman's right thumb
B. On the gas station attendant's hand
C. On the woman's left ring finger
D. Hanging from the car's rearview mirror
E. Clipped to the woman's jacket zipper

Correct Answer: C

Rationale:
At 00:57, as the woman places her hand over the attendant's hand on the gas pump, a ring with a prominent clear stone is clearly visible on her left ring finger. This matches the jewelry seen earlier in the top desk drawer.","During the scene at the gas station, where is the ring with the large clear stone that was previously shown in a desk drawer?",On the woman's right thumb,On the gas station attendant's hand,On the woman's left ring finger,Hanging from the car's rearview mirror,Clipped to the woman's jacket zipper
3074_THE_ROOMMATE/segment_0023.mp4,"Question:
After leaving the large residence shown previously, what are the two women doing while sitting together at a table?

A. Looking at a laptop screen
B. Drinking from white cups through straws
C. Sharing a plate of food
D. Writing in notebooks
E. Looking at a map

Correct Answer: B

Rationale:
The target scene shows the two women, who were established in the context as being inside the large residence, sitting at an outdoor table and drinking from white cups using straws.","After leaving the large residence shown previously, what are the two women doing while sitting together at a table?",Looking at a laptop screen,Drinking from white cups through straws,Sharing a plate of food,Writing in notebooks,Looking at a map
3074_THE_ROOMMATE/segment_0013.mp4,"Question:
After being shown watching the man through the gaps in the bookshelves, where is the woman located when she is next visible in the library?

A. She is sitting at a study table at the far end of the aisle.
B. She is standing in the same aisle, positioned behind the man.
C. She is standing directly in front of the man at the bookshelf.
D. She is walking on a paved sidewalk in an outdoor area.
E. She is crouched down on the floor between two book stacks.

Correct Answer: B

Rationale:
In the target scene, the woman who was previously peering through the books is visible in the background, standing in the same library aisle as the man while he looks around.","After being shown watching the man through the gaps in the bookshelves, where is the woman located when she is next visible in the library?",She is sitting at a study table at the far end of the aisle.,"She is standing in the same aisle, positioned behind the man.",She is standing directly in front of the man at the bookshelf.,She is walking on a paved sidewalk in an outdoor area.,She is crouched down on the floor between two book stacks.
3074_THE_ROOMMATE/segment_0022.mp4,"Question:
Later in the night, what is the woman who was featured in the wall drawings doing when she is shown alone in a bedroom?

A. Standing and looking out a window
B. Sitting at a desk and drawing
C. Lying in bed and waking up
D. Walking toward a closed door
E. Hiding behind a large wardrobe

Correct Answer: C

Rationale:
At the conclusion of the scene, the woman whose portrait was seen on the wall is shown lying in a dark bedroom before she suddenly wakes up and looks around.","Later in the night, what is the woman who was featured in the wall drawings doing when she is shown alone in a bedroom?",Standing and looking out a window,Sitting at a desk and drawing,Lying in bed and waking up,Walking toward a closed door,Hiding behind a large wardrobe
3074_THE_ROOMMATE/segment_0001.mp4,"Question:
What is the subject of the portrait that the woman at the desk is working on?

A. The outdoor campus square seen from above.
B. The woman who was previously seen in bed.
C. A group of people walking on the grass.
D. A close-up of a hand.
E. A map of the university campus.

Correct Answer: B

Rationale:
In the target scene, the woman at the desk is drawing a portrait that clearly depicts the face of the other woman who was seen sleeping in the bed during the context.",What is the subject of the portrait that the woman at the desk is working on?,The outdoor campus square seen from above.,The woman who was previously seen in bed.,A group of people walking on the grass.,A close-up of a hand.,A map of the university campus.
3074_THE_ROOMMATE/segment_0016.mp4,"Question:
What is the woman in the black blazer holding as she stands near a closet decorated with many pictures?

A. A framed photograph
B. A black beret
C. A small black and white kitten
D. A roll of tape
E. A telephone receiver

Correct Answer: C

Rationale:
In the target scene, the woman in the black blazer is seen holding the same small black and white kitten that she received from a girl in the hallway during the earlier part of the video.",What is the woman in the black blazer holding as she stands near a closet decorated with many pictures?,A framed photograph,A black beret,A small black and white kitten,A roll of tape,A telephone receiver
3074_THE_ROOMMATE/segment_0007.mp4,"Question:
After the woman in the purple shirt leaves the room, what happens to the woman staying behind as she tries to wear the jewelry she was holding?

A. She drops the jewelry on the rug.
B. She breaks the jewelry's post.
C. A drop of blood appears on her thumb.
D. She puts the jewelry back in the closet.
E. She realizes she is missing one of the earrings.

Correct Answer: C

Rationale:
While forcing the earring into her earlobe, the woman causes herself to bleed, and a close-up shot shows a small drop of blood on the tip of her thumb.","After the woman in the purple shirt leaves the room, what happens to the woman staying behind as she tries to wear the jewelry she was holding?",She drops the jewelry on the rug.,She breaks the jewelry's post.,A drop of blood appears on her thumb.,She puts the jewelry back in the closet.,She realizes she is missing one of the earrings.
3074_THE_ROOMMATE/segment_0011.mp4,"Question:
What is the liquid dripping from the dark footwear and clothing onto the carpeted floor?

A. Blood
B. Water
C. Gasoline
D. Paint
E. Milk

Correct Answer: B

Rationale:
Clear droplets are seen falling from a wet black trouser leg and shoe onto the carpet at the beginning of the target scene. The context identifies the source of this liquid as the person in similar dark clothing was just inside a running shower.",What is the liquid dripping from the dark footwear and clothing onto the carpeted floor?,Blood,Water,Gasoline,Paint,Milk
3074_THE_ROOMMATE/segment_0005.mp4,"Question:
What is the woman who was seen finding a small black animal outside doing in the final scene?

A. Studying at a library table
B. Serving food and coffee in a cafe
C. Browsing through a closet
D. Shopping for a necklace
E. Grooming the animal on her bed

Correct Answer: B.

Rationale:
In the final scene of the clip, the woman who was earlier seen finding a kitten is shown wearing an apron and carrying a tray to serve customers at a table in a cafe.",What is the woman who was seen finding a small black animal outside doing in the final scene?,Studying at a library table,Serving food and coffee in a cafe,Browsing through a closet,Shopping for a necklace,Grooming the animal on her bed
3031_HANSEL_GRETEL_WITCH_HUNTERS/segment_0032.mp4,"Question:
What does the woman do with the glass bottle of golden liquid?

A. She pours the liquid over the weapons in the wooden crate.
B. She drinks the liquid.
C. She smashes it on the stone floor.
D. She hands it to the young man.
E. She places it inside a saddlebag on her horse.

Correct Answer: A

Rationale:
In the target scene, the woman is shown holding the glass bottle and pouring the golden liquid directly onto the rifles and weapons stored in the wooden crate.",What does the woman do with the glass bottle of golden liquid?,She pours the liquid over the weapons in the wooden crate.,She drinks the liquid.,She smashes it on the stone floor.,She hands it to the young man.,She places it inside a saddlebag on her horse.
3031_HANSEL_GRETEL_WITCH_HUNTERS/segment_0000.mp4,"Question:
After approaching the house, what do the boy and girl do with the colorful parts of its exterior?

A. They use them to build a fire.
B. They knock on them to see if they are hollow.
C. They scrape them off and eat them.
D. They try to clean the dirt off them.
E. They paint over them with dark colors.

Correct Answer: C

Rationale:
In the target scene, the boy is shown picking a piece off the colorful door and eating it, followed by the girl breaking off a piece of a rainbow-colored column and eating it as well.","After approaching the house, what do the boy and girl do with the colorful parts of its exterior?",They use them to build a fire.,They knock on them to see if they are hollow.,They scrape them off and eat them.,They try to clean the dirt off them.,They paint over them with dark colors.
3031_HANSEL_GRETEL_WITCH_HUNTERS/segment_0015.mp4,"Question:
After crashing into a tree, how is the spiky-haired witch finally incapacitated?

A. She is shot with a crossbow by the woman in leather.
B. She is blasted by the shotgun of the man in the long coat.
C. A long-haired man sneaks up behind her and electrocutes her with a device.
D. She is tied up by a wire thrown by the man who was dragged.
E. She collapses on her own from her injuries after hitting the tree.

Correct Answer: C

Rationale:
In the target scene, after the witch stands back up, a man with long brown hair sneaks up behind her at 00:50 and presses a device to her neck. Blue electrical sparks are visible as she is shocked and falls unconscious.","After crashing into a tree, how is the spiky-haired witch finally incapacitated?",She is shot with a crossbow by the woman in leather.,She is blasted by the shotgun of the man in the long coat.,A long-haired man sneaks up behind her and electrocutes her with a device.,She is tied up by a wire thrown by the man who was dragged.,She collapses on her own from her injuries after hitting the tree.
3031_HANSEL_GRETEL_WITCH_HUNTERS/segment_0037.mp4,"Question:
After retrieving his weapon in the stone chamber, what is the man in the long black coat carrying as he searches the forest?

A. A whip made of bones
B. A metal sword
C. A large multi-barreled gun
D. A wooden bow and arrow
E. A silver crossbow

Correct Answer: C

Rationale:
As the characters move through the forest in the latter half of the video, the man in the long black coat is clearly visible holding and carrying a large, metallic multi-barreled gun.","After retrieving his weapon in the stone chamber, what is the man in the long black coat carrying as he searches the forest?",A whip made of bones,A metal sword,A large multi-barreled gun,A wooden bow and arrow,A silver crossbow
3031_HANSEL_GRETEL_WITCH_HUNTERS/segment_0019.mp4,"Question:
How is the woman who fell onto the straw transported?

A. She is carried in the arms of the young man.
B. She is placed on a wooden cart pulled by the young man.
C. She is dragged across the floor by her shoulders.
D. She is loaded onto a horse-drawn carriage.
E. She is carried on a wooden stretcher by two people.

Correct Answer: B

Rationale:
In the target scene, the young man is shown pulling a two-wheeled wooden cart on which the injured woman lies covered by a blanket as they escape the area.",How is the woman who fell onto the straw transported?,She is carried in the arms of the young man.,She is placed on a wooden cart pulled by the young man.,She is dragged across the floor by her shoulders.,She is loaded onto a horse-drawn carriage.,She is carried on a wooden stretcher by two people.
3031_HANSEL_GRETEL_WITCH_HUNTERS/segment_0014.mp4,"Question:
What happens to the man with long grey hair who was first seen hiding in the green bushes?

A. He assists the other two hunters in tying up the pale woman.
B. He successfully flees the forest by running away.
C. He is struck by the pale woman and knocked to the ground.
D. He fires a crossbow at the pale woman from behind a tree.
E. He gets crushed under a falling log.

Correct Answer: C

Rationale:
In the target scene, the man with long grey hair attempts to fight the pale woman with a wooden branch, but she strikes him, causing him to fall onto the forest floor.",What happens to the man with long grey hair who was first seen hiding in the green bushes?,He assists the other two hunters in tying up the pale woman.,He successfully flees the forest by running away.,He is struck by the pale woman and knocked to the ground.,He fires a crossbow at the pale woman from behind a tree.,He gets crushed under a falling log.
3031_HANSEL_GRETEL_WITCH_HUNTERS/segment_0024.mp4,"Question:
What weapon does the large, grey-skinned creature seen hiding in the bushes use to attack the men in the forest?

A. A long iron chain
B. A steel broadsword
C. A large wooden log
D. A spiked club
E. A heavy battleaxe

Correct Answer: C

Rationale:
In the target scene, the large grey-skinned creature bursts through the trees carrying a long wooden log and swings it to strike one of the men wearing a green coat.","What weapon does the large, grey-skinned creature seen hiding in the bushes use to attack the men in the forest?",A long iron chain,A steel broadsword,A large wooden log,A spiked club,A heavy battleaxe
3031_HANSEL_GRETEL_WITCH_HUNTERS/segment_0023.mp4,"Question:
What does the captured woman in the green jacket do to the long-haired man in the dark coat when the scene cuts back to them at the end?

A. She kicks him in the stomach.
B. She headbutts him.
C. She bites his face.
D. She stabs him with a dagger.
E. She scratches his eyes.

Correct Answer: C

Rationale:
At the very end of the clip, the captured woman in the green jacket is seen grabbing the long-haired man by his hair, pulling him close, and violently biting his face/nose, causing him to recoil in pain while clutching his bleeding nose.",What does the captured woman in the green jacket do to the long-haired man in the dark coat when the scene cuts back to them at the end?,She kicks him in the stomach.,She headbutts him.,She bites his face.,She stabs him with a dagger.,She scratches his eyes.
3031_HANSEL_GRETEL_WITCH_HUNTERS/segment_0042.mp4,"Question:
After retrieving the silver injector from the floor, what does the woman do with it?

A. She injects herself in the neck.
B. She throws it at the approaching witch.
C. She hands it to the injured man lying beside her.
D. She hides it inside her sleeve.
E. She uses it to stab the witch in the eye.

Correct Answer: C

Rationale:
In the target scene, the woman crawls to grab the silver injector from the floor and immediately hands it to the injured man lying next to her, who grasps it in his hand.","After retrieving the silver injector from the floor, what does the woman do with it?",She injects herself in the neck.,She throws it at the approaching witch.,She hands it to the injured man lying beside her.,She hides it inside her sleeve.,She uses it to stab the witch in the eye.
3031_HANSEL_GRETEL_WITCH_HUNTERS/segment_0008.mp4,"Question:
What is the black dog, which was seen being led on a leash through the town, doing in the forest scene?

A. Running after a wild animal
B. Barking at a tree
C. Eating food from a bowl
D. Lying on the ground near the men
E. Sitting on a wooden log

Correct Answer: D

Rationale:
In the forest scene, the black dog is shown lying down on the ground to the right of the campfire near the seated men.","What is the black dog, which was seen being led on a leash through the town, doing in the forest scene?",Running after a wild animal,Barking at a tree,Eating food from a bowl,Lying on the ground near the men,Sitting on a wooden log
3031_HANSEL_GRETEL_WITCH_HUNTERS/segment_0035.mp4,"Question:
What happens to the witch on the broomstick when the blonde woman fires the large mounted gun at her?

A. She deflects the bullets using magic.
B. She crashes into a rock wall and falls to the ground.
C. Her broomstick catches fire and she flies away.
D. She lands safely on a nearby ledge.
E. She is shielded by another witch who takes the hit.

Correct Answer: B

Rationale:
Shortly after the start of the target scene, the blonde woman fires the large mounted gun, hitting a witch flying on a broomstick who then crashes directly into the rocky wall and falls to the ground.",What happens to the witch on the broomstick when the blonde woman fires the large mounted gun at her?,She deflects the bullets using magic.,She crashes into a rock wall and falls to the ground.,Her broomstick catches fire and she flies away.,She lands safely on a nearby ledge.,She is shielded by another witch who takes the hit.
3031_HANSEL_GRETEL_WITCH_HUNTERS/segment_0007.mp4,"Question:
During the scene where a man in black gloves winds a small mechanical device, what is the seated man in the background doing?

A. Writing with a quill pen
B. Pouring a drink from a bottle
C. Looking at the unrolled scroll on the table
D. Cleaning a pistol
E. Looking out the window

Correct Answer: C

Rationale:
In the context, a woman hands a rolled-up scroll to the seated man, who unrolls it on the table. In the target scene, this same seated man is seen in the background looking at the unrolled scroll lying on the table while the man in the foreground winds his device.","During the scene where a man in black gloves winds a small mechanical device, what is the seated man in the background doing?",Writing with a quill pen,Pouring a drink from a bottle,Looking at the unrolled scroll on the table,Cleaning a pistol,Looking out the window
3031_HANSEL_GRETEL_WITCH_HUNTERS/segment_0017.mp4,"Question:
Where is the young girl, who was earlier seen sleeping in bed, positioned when she is trapped by the large dark figure?

A. Inside a stone fireplace
B. Under a cage made of gnarled wooden branches
C. Behind a barred window of a wooden door
D. Inside a large wooden barrel
E. On an upper balcony overlooking the room

Correct Answer: B

Rationale:
In the target scene, the young girl (previously seen sleeping in bed during the context) is shown trapped sitting on the floor underneath a cage-like enclosure constructed of thick, gnarled wooden branches.","Where is the young girl, who was earlier seen sleeping in bed, positioned when she is trapped by the large dark figure?",Inside a stone fireplace,Under a cage made of gnarled wooden branches,Behind a barred window of a wooden door,Inside a large wooden barrel,On an upper balcony overlooking the room
1051_Harry_Potter_and_the_goblet_of_fire/segment_0032.mp4,"Question:
What happens to the heavy metal chain attached to the collar of the flying creature?

A. It melts under the heat of the creature's fire breath.
B. The young boy uses his wooden stick to break it.
C. It gets ripped out of its stone anchor as the creature flies away.
D. It remains securely fastened to the stone wall.
E. Another person comes down to unlock the collar.

Correct Answer: C

Rationale:
Near the end of the video, as the flying creature launches itself into the air to pursue the flying boy, the metal chain pulls taut and tears its stone anchor completely out of the rocky wall, freeing the creature.",What happens to the heavy metal chain attached to the collar of the flying creature?,It melts under the heat of the creature's fire breath.,The young boy uses his wooden stick to break it.,It gets ripped out of its stone anchor as the creature flies away.,It remains securely fastened to the stone wall.,Another person comes down to unlock the collar.
1051_Harry_Potter_and_the_goblet_of_fire/segment_0021.mp4,"Question:
After being called forward by the elderly man with the long white beard, where does the boy with glasses walk at the end of the scene?

A. Into a large dining hall with floating candles
B. Through a decorative metal gate that opens into a room with golden trophies and a fireplace
C. Out into a rainy courtyard with stone pillars
D. Down a spiral staircase leading to a dungeon
E. Into a classroom with desks and blackboards

Correct Answer: B

Rationale:
At the end of the video, the boy with glasses walks down a corridor towards a decorative metal gate, which automatically swings open to reveal a room containing a fireplace and numerous golden trophies on display.","After being called forward by the elderly man with the long white beard, where does the boy with glasses walk at the end of the scene?",Into a large dining hall with floating candles,Through a decorative metal gate that opens into a room with golden trophies and a fireplace,Out into a rainy courtyard with stone pillars,Down a spiral staircase leading to a dungeon,Into a classroom with desks and blackboards
1051_Harry_Potter_and_the_goblet_of_fire/segment_0075.mp4,"Question:
The red and black shirt worn by the boy with glasses in the earlier events is located where when the elderly man enters his room?

A. Hanging from the bedpost
B. Folded inside the open suitcase on the bed
C. Draped over the chair next to the bed
D. Lying on the floor near the wooden door
E. Placed on top of the fireplace mantel

Correct Answer: B

Rationale:
In the target scene, when the elderly man opens the door and enters the room, the open brown suitcase on the bed contains the red and black shirt that the boy with glasses was wearing during the previous events.",The red and black shirt worn by the boy with glasses in the earlier events is located where when the elderly man enters his room?,Hanging from the bedpost,Folded inside the open suitcase on the bed,Draped over the chair next to the bed,Lying on the floor near the wooden door,Placed on top of the fireplace mantel
1051_Harry_Potter_and_the_goblet_of_fire/segment_0033.mp4,"Question:
After sliding down the sloping roof of the castle tower, what happens to the broomstick that the boy was riding?

A. It breaks in half against a stone spire.
B. It gets caught by the dragon's tail.
C. It falls away and is no longer in the boy's possession.
D. It remains safely under him as he clings to the ledge.
E. It is caught by a person on a lower balcony.

Correct Answer: C

Rationale:
In the target scene, when the boy crashes and slides down the steep tiled roof, the broomstick slips away and falls out of view, leaving him hanging from the stone ledge with only his hands.","After sliding down the sloping roof of the castle tower, what happens to the broomstick that the boy was riding?",It breaks in half against a stone spire.,It gets caught by the dragon's tail.,It falls away and is no longer in the boy's possession.,It remains safely under him as he clings to the ledge.,It is caught by a person on a lower balcony.
1051_Harry_Potter_and_the_goblet_of_fire/segment_0069.mp4,"Question:
What is the appearance of the new hand that is magically created for the cloaked man?

A. A wooden prosthetic hand
B. A glowing green spectral hand
C. A shiny, metallic silver hand
D. A black skeletal hand
E. A normal human flesh hand

Correct Answer: C

Rationale:
In the target scene, immediately following the magic cast in the context, a close-up reveals the newly formed hand is made of a shiny, metallic silver material with long, sharp-looking fingernails.",What is the appearance of the new hand that is magically created for the cloaked man?,A wooden prosthetic hand,A glowing green spectral hand,"A shiny, metallic silver hand",A black skeletal hand,A normal human flesh hand
1051_Harry_Potter_and_the_goblet_of_fire/segment_0051.mp4,"Question:
After swimming through the dark underwater forest, what does the boy wearing glasses find suspended vertically in the water near the stone pillars?

A. Four floating people wearing black robes
B. A chest filled with glowing gold coins
C. A large statue of a mermaid holding a trident
D. A group of cages containing captured sea creatures
E. A sunken ship covered in seaweed

Correct Answer: A

Rationale:
In the target scene, after swimming past the stone pillars, the boy with glasses reaches an open area where four people are seen floating vertically in the water, all wearing black robes with their eyes closed.","After swimming through the dark underwater forest, what does the boy wearing glasses find suspended vertically in the water near the stone pillars?",Four floating people wearing black robes,A chest filled with glowing gold coins,A large statue of a mermaid holding a trident,A group of cages containing captured sea creatures,A sunken ship covered in seaweed
1051_Harry_Potter_and_the_goblet_of_fire/segment_0003.mp4,"Question:
What happens to the old boot that the group gathered around and touched on the hill when they land?

A. It is caught by the man wearing a flat cap.
B. It lands on the grass next to the girl wearing a pink shirt.
C. It remains held in the hand of the boy with glasses.
D. It lands on top of the backpack of the boy with red hair.
E. It vanishes mid-air before they reach the ground.

Correct Answer: B

Rationale:
In the final seconds of the video, after the characters fall from the swirling vortex onto the grass, the old boot lands and bounces on the ground right next to the girl wearing the pink shirt.",What happens to the old boot that the group gathered around and touched on the hill when they land?,It is caught by the man wearing a flat cap.,It lands on the grass next to the girl wearing a pink shirt.,It remains held in the hand of the boy with glasses.,It lands on top of the backpack of the boy with red hair.,It vanishes mid-air before they reach the ground.
1051_Harry_Potter_and_the_goblet_of_fire/segment_0044.mp4,"Question:
After parting from the man in the red uniform she was dancing with, who does the girl in the pink dress go and sit next to?

A. A group of girls in orange and pink dresses
B. Two boys sitting at a table
C. The crowd-surfing man with glasses
D. A band performing on a stage
E. Nobody, she stands alone by the ice sculpture

Correct Answer: B

Rationale:
After the man in the red uniform kisses her hand and walks away, the girl in the pink dress walks over to a table and sits down next to the two boys who are sitting there.","After parting from the man in the red uniform she was dancing with, who does the girl in the pink dress go and sit next to?",A group of girls in orange and pink dresses,Two boys sitting at a table,The crowd-surfing man with glasses,A band performing on a stage,"Nobody, she stands alone by the ice sculpture"
1051_Harry_Potter_and_the_goblet_of_fire/segment_0037.mp4,"Question:
What is the boy with glasses and a white arm sling, who earlier held up the white lace collar, doing when the red-haired boy is called to dance?

A. He gets up and leaves the room.
B. He covers his eyes in embarrassment.
C. He smiles and laughs at the red-haired boy.
D. He complains to the teacher.
E. He tries to hide behind the other students.

Correct Answer: C

Rationale:
In the target scene, the boy with glasses and a white arm sling is sitting next to the red-haired boy and can be clearly seen smiling and grinning as the red-haired boy is pulled up by the teacher to demonstrate the dance.","What is the boy with glasses and a white arm sling, who earlier held up the white lace collar, doing when the red-haired boy is called to dance?",He gets up and leaves the room.,He covers his eyes in embarrassment.,He smiles and laughs at the red-haired boy.,He complains to the teacher.,He tries to hide behind the other students.
1051_Harry_Potter_and_the_goblet_of_fire/segment_0077.mp4,"Question:
What is the large ship, initially shown near the castle, doing in the final shot?

A. Sinking beneath the surface of the water
B. Sailing away down the long stretch of water
C. Anchored stationary in the same spot
D. Being boarded by students from a dock
E. Burning on the water

Correct Answer: B

Rationale:
In the final shot of the scene, the ship is shown from behind, moving forward and sailing away down the center of the long body of water.","What is the large ship, initially shown near the castle, doing in the final shot?",Sinking beneath the surface of the water,Sailing away down the long stretch of water,Anchored stationary in the same spot,Being boarded by students from a dock,Burning on the water
1051_Harry_Potter_and_the_goblet_of_fire/segment_0060.mp4,"Question:
After the entrance to the maze is sealed, another competitor is seen running through the dark corridors. What color is this competitor's shirt?

A. Red and black
B. Yellow and black
C. Blue and bronze
D. Green and silver
E. Purple and gold

Correct Answer: B

Rationale:
In the target scene, a boy is shown running towards the camera through a narrow hedge corridor of the maze, wearing a shirt that is split vertically into yellow and black sections.","After the entrance to the maze is sealed, another competitor is seen running through the dark corridors. What color is this competitor's shirt?",Red and black,Yellow and black,Blue and bronze,Green and silver,Purple and gold
1051_Harry_Potter_and_the_goblet_of_fire/segment_0078.mp4,"Question:
What is the V-formation of flying creatures in the distance pulling?

A. A large ship
B. A carriage
C. A hot air balloon
D. A sled
E. Nothing, they are flying freely

Correct Answer: B

Rationale:
The context shows a carriage being pulled by a team of winged horses. In the target scene, this same group of winged horses can be seen flying in a V-formation far down the lake in the distance, pulling the carriage behind them.",What is the V-formation of flying creatures in the distance pulling?,A large ship,A carriage,A hot air balloon,A sled,"Nothing, they are flying freely"
1051_Harry_Potter_and_the_goblet_of_fire/segment_0002.mp4,"Question:
What is the source of the light beam that illuminates the snake as it slithers on the wooden floor?

A. A flashlight held by the old man
B. A candle on the wall
C. A lantern on the ceiling
D. Moonlight from a window
E. A match struck by the old man

Correct Answer: A

Rationale:
In the context, the old man is seen carrying and aiming a flashlight through the dark hallway. In the target scene, the moving beam of light that illuminates the snake on the floor comes from this flashlight.",What is the source of the light beam that illuminates the snake as it slithers on the wooden floor?,A flashlight held by the old man,A candle on the wall,A lantern on the ceiling,Moonlight from a window,A match struck by the old man
1051_Harry_Potter_and_the_goblet_of_fire/segment_0052.mp4,"Question:
Which of the floating captives does the shark-headed swimmer rescue?

A. The boy with red hair wearing black robes
B. The girl with long dark curly hair wearing black robes
C. The girl with long blonde hair wearing a grey/green dress
D. The girl with straight black hair wearing black robes
E. The boy wearing glasses and a red shirt

Correct Answer: B

Rationale:
In the target scene, the swimmer with the shark head swims up to the captives, bites the rope holding the girl with long dark curly hair wearing black robes, and swims away with her to the surface.",Which of the floating captives does the shark-headed swimmer rescue?,The boy with red hair wearing black robes,The girl with long dark curly hair wearing black robes,The girl with long blonde hair wearing a grey/green dress,The girl with straight black hair wearing black robes,The boy wearing glasses and a red shirt
1051_Harry_Potter_and_the_goblet_of_fire/segment_0039.mp4,"Question:
When the teacher in black lowers the book he is holding, which student does he stare at?

A. The boy with glasses who is writing
B. One of the twin boys who was passing notes
C. The girl who was silently communicating with the twin boys
D. The girl with curly hair sitting at the front
E. The red-haired boy who is sleeping

Correct Answer: C

Rationale:
At the beginning of the target scene, the teacher in black lowers his book to reveal his face, staring directly down at the girl sitting at the desk. The context establishes this girl as the one who was silently gesturing and communicating back and forth with the red-haired twin boys behind the teacher's back.","When the teacher in black lowers the book he is holding, which student does he stare at?",The boy with glasses who is writing,One of the twin boys who was passing notes,The girl who was silently communicating with the twin boys,The girl with curly hair sitting at the front,The red-haired boy who is sleeping
1051_Harry_Potter_and_the_goblet_of_fire/segment_0062.mp4,"Question:
What happens when the boy with glasses confronts the short-haired boy who was previously seen standing over the girl?

A. The boy with glasses points a glowing wand at him, causing him to fall backward.
B. The boy with glasses runs away immediately without using his wand.
C. The short-haired boy attacks the boy with glasses and knocks him to the ground.
D. The boy with glasses shakes hands with him and they walk together.
E. The short-haired boy disappears into the hedge before the boy with glasses can react.

Correct Answer: A

Rationale:
In the target scene, the boy with glasses steps out from behind the hedge and points a glowing wand at the short-haired boy, who immediately collapses and falls backward onto the ground.",What happens when the boy with glasses confronts the short-haired boy who was previously seen standing over the girl?,"The boy with glasses points a glowing wand at him, causing him to fall backward.",The boy with glasses runs away immediately without using his wand.,The short-haired boy attacks the boy with glasses and knocks him to the ground.,The boy with glasses shakes hands with him and they walk together.,The short-haired boy disappears into the hedge before the boy with glasses can react.
1051_Harry_Potter_and_the_goblet_of_fire/segment_0022.mp4,"Question:
What is the man with the scarred face and mechanical eye doing when shown in the background of the study?

A. Examining a globe on the table
B. Whispering to the woman in the pointed hat
C. Drinking from a small metal flask
D. Adjusting his coat near the fireplace
E. Looking through a telescope

Correct Answer: C

Rationale:
In the target scene, the man with the scarred face and mechanical eye (who was shown in a close-up during the earlier questioning) is standing in the background on the left and can be seen raising a small metal flask to his mouth to take a drink.",What is the man with the scarred face and mechanical eye doing when shown in the background of the study?,Examining a globe on the table,Whispering to the woman in the pointed hat,Drinking from a small metal flask,Adjusting his coat near the fireplace,Looking through a telescope
1051_Harry_Potter_and_the_goblet_of_fire/segment_0054.mp4,"Question:
What happens to the boy wearing glasses who was shown struggling underwater with creatures?

A. He is pulled out of the water by the woman in the blue robe.
B. He swims to the shore and is helped by onlookers.
C. He propels himself high out of the water and lands on a wooden platform where people gather around him.
D. He climbs up a metal ladder to reach safety.
E. He remains stuck at the bottom of the lake.

Correct Answer: C

Rationale:
In the target scene, the boy wearing glasses casts a spell underwater, causing him to shoot rapidly out of the lake, fly through the air, and land on a wooden platform where onlookers immediately gather to assist him.",What happens to the boy wearing glasses who was shown struggling underwater with creatures?,He is pulled out of the water by the woman in the blue robe.,He swims to the shore and is helped by onlookers.,He propels himself high out of the water and lands on a wooden platform where people gather around him.,He climbs up a metal ladder to reach safety.,He remains stuck at the bottom of the lake.
1051_Harry_Potter_and_the_goblet_of_fire/segment_0061.mp4,"Question:
The context shows a person wearing a light-colored jacket holding a wand and walking. Where is this person standing when they are shown in the target scene?

A. Lying on the dirt path in the middle of a corridor
B. Standing in a wide, open stone courtyard
C. Partially obscured by branches on the side of a hedge wall
D. At the top of a wooden ladder looking down
E. Next to a burning torch at a dead end

Correct Answer: C

Rationale:
In the target scene (specifically around 0:37 to 0:41), the person introduced in the context wearing the light-colored jacket is shown standing right next to the dark green hedge wall, with branches and leaves partially covering the right side of his face.",The context shows a person wearing a light-colored jacket holding a wand and walking. Where is this person standing when they are shown in the target scene?,Lying on the dirt path in the middle of a corridor,"Standing in a wide, open stone courtyard",Partially obscured by branches on the side of a hedge wall,At the top of a wooden ladder looking down,Next to a burning torch at a dead end
1051_Harry_Potter_and_the_goblet_of_fire/segment_0001.mp4,"Question:
What does the man see when he looks out of his window, prompting him to grab his keys and flashlight?

A. A light turned on in the large mansion on the hill
B. A campfire burning in the nearby woods
C. A car's headlights approaching the gate
D. A figure creeping past his garden shed
E. A storm cloud approaching the house

Correct Answer: A

Rationale:
In the target scene, the man looks out of his window and sees a single illuminated window in the upper story of the large, otherwise dark mansion on the hill. Recognizing this, he gathers his keys and a flashlight to go investigate the building.","What does the man see when he looks out of his window, prompting him to grab his keys and flashlight?",A light turned on in the large mansion on the hill,A campfire burning in the nearby woods,A car's headlights approaching the gate,A figure creeping past his garden shed,A storm cloud approaching the house
